DIRECTORIO,REGION,Ubicacion,Tipo_vivienda,Material_exterior,Material_piso,Material_techo,Estrato
7191604,2,2,2,1,4,1,1
7191605,2,2,1,1,6,4,1
7191606,2,1,2,1,4,3,2
7191607,2,1,1,1,6,3,2
7191608,2,1,1,1,4,3,1
7191610,2,1,2,1,4,3,2
7191611,2,1,2,1,4,1,2
7191613,2,1,3,1,4,1,2
7191614,2,1,1,1,4,1,3
7191615,2,1,1,1,4,3,2
7191616,2,1,1,1,4,3,1
7191617,2,1,1,1,4,5,2
7191618,2,2,1,1,6,3,2
7191620,2,2,1,1,4,3,2
7191621,2,2,1,1,4,1,2
7191622,2,2,1,1,6,4,2
7191623,2,2,1,1,6,3,2
7191624,2,2,1,1,4,3,2
7191625,2,1,1,1,4,2,2
7191626,2,1,1,1,4,3,2
7191627,2,1,1,1,4,2,3
7191628,2,1,1,1,4,3,2
7191629,2,2,1,1,4,3,2
7191630,2,2,2,1,4,3,2
7191631,2,2,1,1,4,2,4
7191632,2,2,1,1,4,3,4
7191633,2,2,1,1,6,2,4
7191634,2,2,2,1,4,2,4
7191635,2,2,1,1,4,2,4
7191636,2,2,3,1,6,2,4
7191637,2,2,1,1,4,3,3
7191638,2,2,1,1,4,4,4
7191639,2,2,1,1,6,3,4
7191640,2,2,1,1,4,4,4
7191641,2,2,1,1,4,3,6
7191642,2,1,1,1,4,3,2
7191643,2,1,2,1,4,3,2
7191644,2,1,2,1,4,3,2
7191645,2,1,2,1,4,3,2
7191646,2,1,1,1,4,2,2
7191647,2,1,1,1,4,2,2
7191648,2,1,1,1,4,2,2
7191649,2,1,1,1,4,1,2
7191650,2,1,1,1,4,1,2
7191651,2,1,1,1,4,1,3
7191652,2,1,1,1,4,1,3
7191653,2,1,1,1,4,2,3
7191654,2,1,1,1,4,1,3
7191655,2,1,1,1,4,2,3
7191656,2,1,1,1,4,1,3
7191657,2,1,1,1,4,1,3
7191658,2,1,1,1,4,2,3
7191659,2,1,1,1,4,1,3
7191660,2,1,1,1,4,1,3
7191661,2,1,1,1,4,1,3
7191662,2,1,1,1,4,2,3
7191664,2,1,1,1,6,1,2
7191665,2,1,1,1,4,1,2
7191666,2,1,1,6,6,3,2
7191667,2,2,1,1,4,1,2
7191668,2,2,1,1,4,1,1
7191670,2,2,1,1,4,1,2
7191671,2,2,1,1,6,3,2
7191672,2,2,1,1,4,1,2
7191673,2,2,1,1,4,3,2
7191674,2,2,1,1,4,1,2
7191675,2,2,2,1,6,4,2
7191676,2,2,1,1,6,3,2
7191677,2,2,1,1,6,3,2
7191678,2,2,1,1,6,3,2
7191679,2,1,1,1,4,1,2
7191680,2,1,1,1,4,1,2
7191682,2,1,1,8,6,4,2
7191683,2,1,1,1,4,1,2
7191685,2,1,1,1,4,2,2
7191686,2,1,1,1,4,1,2
7191687,2,1,1,1,4,3,2
7191688,2,1,1,1,4,3,2
7191690,2,2,1,1,4,1,2
7191691,2,2,1,1,4,3,1
7191692,2,2,1,1,6,3,2
7191693,2,2,1,1,6,1,2
7191694,2,2,1,1,4,3,3
7191696,2,2,1,1,4,1,2
7191697,2,2,1,1,4,1,2
7191698,2,2,1,1,6,3,2
7191699,2,2,1,1,6,3,2
7191700,2,2,1,1,4,3,2
7191701,2,2,1,1,6,3,2
7191703,2,2,1,1,4,1,2
7191704,2,2,1,1,4,4,2
7191705,2,2,1,1,4,1,2
7191706,2,2,1,1,4,1,2
7191707,2,2,1,1,4,1,2
7191708,2,2,1,1,6,3,2
7191709,2,2,1,1,4,4,2
7191710,2,2,1,1,4,4,2
7191711,2,2,1,8,7,5,2
7191712,2,2,1,5,6,4,2
7191713,2,2,1,1,4,3,2
7191714,2,1,2,1,4,3,4
7191715,2,1,2,1,4,1,4
7191716,2,1,2,1,4,1,4
7191717,2,1,2,1,4,1,4
7191722,2,2,1,1,4,3,2
7191723,2,2,1,1,4,3,2
7191724,2,2,1,6,4,3,2
7191725,2,2,1,1,4,3,2
7191726,2,2,1,1,4,3,2
7191727,2,2,1,1,6,4,2
7191728,2,2,1,6,4,3,1
7191729,2,1,2,1,4,1,2
7191730,2,1,1,1,4,3,2
7191731,2,1,1,1,6,4,2
7191732,2,1,1,1,4,3,2
7191733,2,1,2,1,4,1,2
7191734,2,1,1,1,4,4,2
7191735,2,1,2,1,4,4,2
7191736,2,1,1,3,6,4,2
7191737,2,1,2,1,4,4,2
7191738,2,1,1,1,6,4,2
7191739,2,1,2,1,4,4,2
7191740,2,1,1,1,6,4,2
7191741,2,1,1,2,4,2,2
7191742,2,1,1,1,4,3,2
7191743,2,1,3,1,6,1,2
7191744,2,1,2,1,4,4,2
7191745,2,1,1,1,4,4,2
7191746,2,1,1,3,6,4,2
7191747,2,1,2,1,6,1,1
7191748,2,1,1,1,4,4,2
7191749,2,1,1,1,4,3,2
7191750,2,2,1,1,6,2,2
7191752,2,2,1,1,6,4,2
7191753,2,2,1,1,4,4,1
7191754,2,2,1,1,6,4,2
7191758,2,2,1,1,6,3,1
7191759,2,2,1,2,6,4,0
7191761,2,2,1,5,7,5,1
7191762,2,2,1,1,6,2,1
7191763,2,2,1,1,4,3,2
7191764,2,2,1,1,6,4,1
7191766,2,2,1,1,6,4,1
7191767,2,2,1,1,4,3,1
7191768,2,1,1,1,4,1,2
7191769,2,2,1,7,7,4,0
7191770,2,2,1,6,6,4,0
7191772,2,2,1,1,4,3,1
7191773,2,2,1,1,6,4,1
7191774,2,2,1,2,6,4,0
7191775,2,2,1,7,5,4,1
7191776,2,2,1,5,7,4,0
7191777,2,2,1,7,6,4,1
7191778,2,2,1,5,6,4,1
7191779,2,2,1,5,7,6,0
7191780,2,2,1,1,6,4,0
7191781,2,1,1,1,4,1,2
7191782,2,2,1,1,4,4,1
7191783,2,2,1,1,4,4,1
7191784,2,2,1,1,4,3,2
7191785,2,2,1,1,6,4,1
7191786,2,2,1,1,4,3,2
7191787,2,2,1,1,4,3,1
7191788,2,2,1,1,6,4,1
7191789,2,1,1,1,4,1,2
7191790,2,2,1,1,6,1,1
7191791,2,2,1,2,6,4,1
7191792,2,2,1,1,6,4,1
7191793,2,2,1,1,6,4,1
7191794,2,2,1,1,6,4,1
7191796,2,2,1,1,4,3,1
7191797,2,2,1,1,6,4,1
7191798,2,2,1,1,6,4,1
7191800,2,2,1,1,6,4,1
7191801,2,2,1,1,6,4,1
7191802,2,2,1,1,6,4,1
7191803,2,2,1,2,4,4,1
7191804,2,2,1,2,6,4,1
7191805,2,2,1,1,4,1,1
7191806,2,2,1,5,7,4,1
7191807,2,2,1,1,6,3,1
7191808,2,2,1,1,4,3,1
7191809,2,2,1,5,6,3,1
7191810,2,2,1,1,4,3,1
7191811,2,2,1,1,6,4,1
7191812,2,2,1,1,4,4,1
7191813,2,1,1,1,4,3,2
7191814,2,2,1,1,6,4,1
7191815,2,1,1,1,6,4, 
7191816,2,1,1,1,4,4,2
7191817,2,1,1,1,6,4, 
7191818,2,1,1,1,6,3,2
7191819,2,1,1,1,5,4,2
7191820,2,1,1,1,4,4,2
7191821,2,1,1,1,4,3,2
7191822,2,1,1,1,4,3,2
7191824,2,1,1,1,4,3,2
7191825,2,1,1,1,4,3,2
7191826,2,1,1,1,4,3,2
7191827,2,2,1,1,7,4,1
7191828,2,2,1,1,6,4,1
7191829,2,2,1,1,4,4,2
7191830,2,2,1,1,6,4,2
7191832,2,2,1,1,6,4,1
7191833,2,2,1,6,4,3,2
7191834,2,2,1,1,6,4,2
7191835,2,2,1,1,6,4,1
7191836,2,2,1,1,4,4,2
7191837,2,2,1,1,6,4,2
7191838,2,2,1,1,4,3,2
7191839,2,2,1,5,7,4,2
7191841,2,2,1,1,4,4,2
7191843,2,2,1,1,6,4,2
7191844,2,2,1,6,4,3,2
7191845,2,2,1,1,4,4,2
7191846,2,2,1,1,4,1,2
7191847,2,2,1,8,4,4,1
7191849,2,2,1,1,6,4,2
7191851,2,2,1,1,4,3,2
7191852,2,2,1,1,4,3,2
7191853,2,2,1,1,4,3,2
7191854,2,1,1,1,4,4,2
7191855,2,2,1,1,4,3,2
7191856,2,1,1,1,6,4,1
7191857,2,1,1,1,4,3,2
7191858,2,2,1,5,5,4,0
7191859,2,2,1,1,4,1,2
7191860,2,1,1,1,4,3,1
7191861,2,1,1,1,4,4,2
7191862,2,2,1,1,6,4,2
7191863,2,1,1,1,4,4,2
7191864,2,2,1,1,4,4,2
7191865,2,1,1,1,4,4,2
7191866,2,2,1,1,4,3,2
7191867,2,2,1,1,6,4,2
7191876,3,1,1,1,4,4,1
7191877,3,1,1,1,4,4,2
7191878,3,1,1,1,6,4,1
7191880,3,1,1,1,6,4,1
7191881,3,1,1,1,4,4,2
7191883,3,1,1,1,6,4,1
7191884,3,1,1,1,4,4,3
7191885,3,1,1,1,4,4,1
7191886,3,1,1,1,4,3,2
7191887,3,1,1,1,4,3,3
7191888,3,1,2,1,4,4,3
7191889,3,1,1,1,4,4,2
7191890,3,1,1,1,6,4,1
7191891,3,1,1,1,6,1,1
7191892,3,1,2,1,4,1,2
7191893,3,1,1,1,4,4,1
7191894,3,1,2,1,4,1,1
7191895,3,1,1,1,6,4,2
7191897,3,1,1,1,4,4,1
7191898,3,1,1,5,6,4,1
7191899,3,1,1,1,6,4,1
7191900,3,1,1,1,6,4,1
7191901,3,1,1,1,4,4,3
7191902,3,1,1,1,6,4,1
7191903,3,1,1,1,4,4,3
7191904,3,1,1,5,6,4,1
7191905,3,1,2,1,4,4,2
7191906,3,1,1,1,4,4,3
7191907,3,1,2,1,4,4,1
7191908,3,1,1,1,4,4,1
7191909,3,1,2,1,4,1,2
7191910,3,1,1,1,4,4,2
7191911,3,1,1,1,4,4,2
7191912,3,1,1,1,4,4,3
7191913,3,1,1,1,4,4,1
7191914,3,1,1,1,4,4,3
7191915,3,1,2,1,6,4,2
7191916,3,1,1,1,6,4,1
7191917,3,1,1,1,6,4,1
7191918,3,1,1,1,6,4,1
7191919,3,1,1,1,4,1,1
7191920,3,1,2,1,4,4,1
7191921,3,1,2,1,6,4,1
7191922,3,1,1,1,4,4,3
7191923,3,1,2,1,4,4,2
7191924,3,1,1,1,6,4,2
7191925,3,1,1,1,6,4,1
7191926,3,1,1,1,6,4,1
7191927,3,1,1,5,6,4, 
7191928,3,1,1,1,4,4,2
7191929,3,1,2,1,4,4,2
7191930,3,1,2,1,4,4,2
7191931,3,1,1,1,4,4,3
7191932,3,1,2,1,4,4,3
7191933,3,1,2,1,4,4,2
7191934,3,1,2,1,4,4,2
7191935,3,1,1,1,4,4,1
7191936,3,1,1,1,4,4,3
7191937,3,1,1,1,6,4,1
7191938,3,1,1,1,6,4,1
7191939,3,1,1,5,7,4,1
7191940,3,1,2,1,4,1,3
7191941,3,1,1,1,4,4,1
7191942,3,1,1,7,6,4,1
7191943,3,1,1,1,4,4,1
7191944,3,1,1,1,4,4,3
7191945,3,1,2,1,4,4,1
7191946,3,1,1,1,4,4,1
7191947,3,1,1,1,4,4,3
7191948,3,1,2,1,4,4,1
7191949,3,1,1,1,4,4,4
7191950,3,1,2,1,4,4,2
7191952,3,1,1,1,6,4,2
7191953,3,1,1,1,4,4,2
7191954,3,1,1,1,6,4,2
7191955,3,1,2,1,6,4,2
7191956,3,1,2,1,4,4,2
7191957,3,1,2,1,6,4,9
7191958,3,1,1,1,4,4,2
7191959,3,1,1,1,6,4,2
7191960,3,1,2,1,6,4,2
7191961,3,1,2,1,6,4,2
7191962,3,1,1,1,6,4,2
7191963,3,2,1,5,6,4,8
7191964,3,2,1,5,6,4, 
7191965,3,2,1,1,6,4,1
7191966,3,2,1,5,6,4,1
7191967,3,2,1,5,6,4,1
7191969,3,2,1,5,6,4, 
7191970,3,2,1,5,6,4, 
7191971,3,2,1,5,6,4,8
7191972,3,2,1,5,6,4,8
7191974,3,2,1,5,6,4, 
7191975,3,2,1,1,6,4,8
7191976,3,2,1,5,6,4,8
7191977,3,2,1,5,6,4,8
7191978,3,2,1,5,6,4,8
7191979,3,2,1,5,6,4,8
7191981,3,1,1,1,6,4,2
7191982,3,1,2,1,6,4,2
7191983,3,1,2,1,6,4,2
7191984,3,1,1,1,6,4,2
7191985,3,1,1,1,6,4,2
7191986,3,1,1,1,6,4,3
7191987,3,1,2,1,4,4,3
7191988,3,1,1,1,6,4,3
7191989,3,1,1,1,6,4,3
7191990,3,1,1,1,6,4,2
7191991,3,1,1,1,4,4,2
7191992,3,1,2,1,6,4,2
7191993,3,1,1,1,6,4,2
7191994,3,1,1,1,4,4,2
7191995,3,1,1,1,4,4,9
7191996,3,1,1,1,6,4,2
7191997,3,1,1,1,4,4,2
7191998,3,1,1,1,6,4,2
7191999,3,1,2,1,4,4,9
7192000,3,1,1,1,4,4,3
7192001,3,2,1,5,6,4,1
7192002,3,2,1,5,5,4,1
7192003,3,2,1,5,5,4,1
7192004,3,2,1,5,6,4,1
7192005,3,2,1,5,5,4,1
7192006,3,2,1,5,6,4,1
7192007,3,2,1,5,5,4,1
7192009,3,2,1,5,5,4,1
7192010,3,2,1,5,7,4,1
7192011,3,2,1,1,6,4,1
7192013,3,2,1,5,5,4,1
7192015,3,2,1,5,5,4,1
7192017,3,2,1,1,6,4,1
7192018,3,2,1,5,6,4,1
7192019,3,2,1,1,6,4,1
7192020,3,2,1,5,6,4,1
7192022,3,2,1,5,6,4,1
7192023,3,2,1,5,6,4,1
7192024,3,2,1,5,6,4,1
7192025,3,2,1,5,5,4,1
7192027,3,2,1,5,6,4,1
7192028,3,2,1,1,6,4,1
7192030,3,2,1,5,6,4,1
7192031,3,2,1,5,6,4,1
7192035,3,2,1,1,6,4,1
7192036,3,2,1,5,5,4,1
7192037,3,2,1,1,6,4,1
7192038,3,2,1,5,6,4,1
7192039,3,2,1,5,7,4,1
7192040,3,2,1,5,6,4,1
7192042,3,2,1,1,6,4,1
7192043,3,2,1,1,6,6,8
7192045,3,2,1,5,6,4,1
7192047,3,2,1,5,5,4,1
7192048,3,2,1,5,5,4,1
7192049,3,2,1,5,5,4,1
7192050,3,2,1,5,5,4,1
7192051,3,2,1,5,6,4,1
7192053,3,2,1,5,5,4,1
7192055,3,2,1,5,5,4,1
7192056,3,2,1,5,6,4,1
7192057,3,2,1,5,5,4,1
7192058,3,2,1,5,6,4,1
7192059,3,2,1,5,6,4,1
7192061,3,2,1,5,5,4,1
7192062,3,2,1,5,5,4,1
7192064,3,2,1,5,5,4,1
7192065,3,2,1,1,6,4,1
7192066,3,2,1,5,5,4,1
7192067,3,2,1,5,5,4,1
7192068,3,2,1,5,5,4,1
7192069,3,2,1,5,5,4,1
7192070,3,2,1,1,6,4,1
7192071,3,2,1,5,5,4,1
7192073,3,2,1,5,5,4,1
7192075,3,2,1,5,5,4,1
7192076,3,2,1,5,5,4,1
7192080,3,2,1,1,6,4,1
7192082,3,1,1,1,6,4,1
7192083,3,1,1,1,4,4,2
7192089,3,1,2,1,4,3,2
7192092,3,1,2,1,4,1,2
7192099,3,1,1,1,6,4,1
7192109,3,1,1,1,4,4,2
7192110,3,1,2,1,4,4,2
7192112,3,1,1,1,4,1,2
7192114,3,1,1,1,4,3,2
7192115,3,1,1,1,4,3,2
7192116,3,1,2,1,4,1,1
7192117,3,1,1,1,4,3,2
7192118,3,1,2,1,4,4,1
7192119,3,1,1,1,4,3,2
7192120,3,1,1,1,4,3,2
7192121,3,1,1,1,4,4,2
7192123,3,1,2,1,4,1,4
7192124,3,1,1,1,4,3,2
7192126,3,1,1,1,4,3,1
7192127,3,1,1,5,7,4,1
7192129,3,1,1,5,7,4,1
7192130,3,1,1,1,6,4,1
7192131,3,1,1,1,6,4,2
7192200,2,1,2,1,4,1,2
7192201,2,1,2,1,4,3,2
7192202,2,1,2,1,4,3,2
7192203,2,1,1,1,6,3,1
7192204,2,1,2,1,4,3,1
7192205,2,1,1,1,4,1,1
7192206,2,1,2,1,4,1,2
7192207,2,1,2,1,4,1,1
7192208,2,1,1,1,6,3,2
7192209,2,1,2,1,4,1,1
7192210,2,1,2,1,4,1,3
7192211,2,1,2,1,4,1,4
7192212,2,1,2,1,4,3,4
7192213,2,1,2,1,5,1,4
7192214,2,1,2,1,4,1,3
7192215,2,1,2,1,4,1,4
7192216,2,1,1,1,4,1,5
7192217,2,1,1,1,4,3,1
7192218,2,1,1,1,4,3,3
7192219,2,1,2,1,4,1,3
7192221,2,1,2,1,4,3,3
7192222,2,1,2,1,4,1,3
7192224,2,1,1,1,6,3,1
7192225,2,1,2,1,4,1,2
7192227,2,1,2,1,4,1,2
7192228,2,1,2,1,4,1,2
7192230,2,1,1,1,4,1,2
7192231,2,2,1,1,4,3,2
7192232,2,2,1,1,4,3,2
7192233,2,2,1,1,4,1,2
7192234,2,2,1,1,4,3,2
7192235,2,2,1,1,4,3,2
7192236,2,2,1,1,4,3,2
7192237,2,2,1,1,6,2,2
7192239,2,2,1,1,4,1,2
7192240,2,2,1,1,4,3,2
7192241,2,2,2,1,4,1,2
7192242,2,2,2,1,4,1,2
7192243,2,2,1,1,4,1,2
7192244,2,2,1,1,6,3,2
7192245,2,2,1,1,4,3,2
7192246,2,2,1,1,4,1,2
7192248,2,2,1,1,7,4,1
7192249,2,2,1,1,4,1,1
7192250,2,2,1,1,6,3,1
7192251,2,2,1,1,6,3,2
7192252,2,2,1,1,6,3,1
7192253,2,2,1,1,4,3,1
7192254,2,2,1,1,6,2,1
7192255,2,2,1,1,4,3,1
7192256,2,2,1,1,4,2,2
7192257,2,2,1,1,6,3,1
7192258,2,2,1,1,6,3,1
7192259,2,2,1,1,6,3,2
7192260,2,2,1,1,4,3,1
7192261,2,2,1,2,6,2,1
7192262,2,2,1,1,4,1,2
7192263,2,2,1,1,6,3,1
7192264,2,2,1,1,4,1,1
7192265,2,2,1,1,4,1,2
7192266,2,2,1,1,6,3,1
7192267,2,2,1,1,6,2,2
7192268,2,2,1,1,4,3,1
7192269,2,2,1,1,5,4,2
7192270,2,2,1,1,6,3,2
7192271,2,2,1,2,6,2, 
7192272,2,2,1,1,4,3,2
7192274,2,2,1,2,7,3,2
7192275,2,2,1,2,6,2,2
7192276,2,2,1,1,6,3,1
7192277,2,2,1,2,6,2,2
7192278,2,2,1,2,6,3,2
7192279,2,2,1,2,6,2,1
7192280,2,2,1,1,6,3,1
7192281,2,2,1,2,6,2,1
7192282,2,2,1,2,6,2,1
7192283,2,2,1,2,7,3, 
7192284,2,2,1,2,7,2,1
7192285,2,2,1,1,6,3,1
7192287,2,2,1,2,6,2,2
7192288,2,2,1,1,4,3,2
7192289,2,2,1,1,6,3,2
7192290,2,2,1,2,6,4,1
7192291,2,1,1,1,4,3,2
7192292,2,1,1,1,6,3,2
7192293,2,1,2,1,4,3,2
7192294,2,1,1,1,4,2,2
7192295,2,1,1,1,4,2,2
7192296,2,1,2,1,4,2,2
7192297,2,1,1,1,4,3,2
7192298,2,1,1,1,4,3,2
7192299,2,1,1,1,4,2,2
7192301,2,2,1,1,4,5,1
7192302,2,2,1,1,6,3,1
7192303,2,2,1,1,4,3,2
7192304,2,2,1,1,4,3,2
7192305,2,2,1,1,6,3,1
7192306,2,2,1,1,7,2,2
7192307,2,2,1,1,6,2,2
7192308,2,2,1,1,4,2,2
7192309,2,2,1,1,6,3,2
7192311,2,2,1,1,4,3,2
7192312,2,2,1,1,6,3,2
7192313,2,2,1,1,4,3,9
7192314,2,2,1,1,4,2,2
7192315,2,2,1,1,6,3,1
7192316,2,2,1,1,6,3,2
7192317,2,2,1,1,6,3,1
7192318,2,2,1,1,6,3,2
7192319,2,2,1,2,4,2,1
7192320,2,2,1,1,6,3,1
7192321,2,2,1,1,4,2,2
7192322,2,2,1,1,6,3,2
7192323,2,2,1,1,6,3,2
7192324,2,2,1,1,6,4,2
7192325,2,2,1,1,6,3,2
7192326,2,2,1,1,4,3,2
7192327,2,2,1,1,6,3,2
7192328,2,2,1,1,6,3,2
7192329,2,2,1,1,4,3,2
7192330,2,2,1,1,6,3,2
7192331,2,2,1,2,6,2,2
7192333,2,2,1,1,4,1,2
7192334,2,2,1,1,4,3,2
7192335,2,2,1,1,4,3,2
7192336,2,2,1,1,6,3,2
7192337,2,2,1,1,6,3,2
7192338,2,2,1,1,6,2,2
7192339,2,2,1,1,6,3,2
7192340,2,2,1,1,6,3,2
7192343,2,2,1,1,4,3,2
7192344,2,2,1,2,6,2,2
7192345,2,2,1,1,6,3,2
7192346,2,2,1,1,4,3,2
7192347,2,2,1,1,6,3,2
7192348,2,2,1,1,6,3,2
7192349,2,2,1,1,4,3,2
7192350,2,2,1,1,6,4,2
7192351,2,2,1,1,6,4,2
7192352,2,2,1,1,4,3,2
7192355,2,2,1,1,4,4,2
7192356,2,2,1,1,6,3,2
7192358,2,2,1,1,4,3,2
7192359,2,2,1,1,6,3,2
7192360,2,2,1,1,6,3,2
7192361,2,2,1,1,4,3,2
7192362,2,2,1,1,4,3,2
7192363,2,1,2,1,4,1,3
7192364,2,1,1,1,4,3,2
7192366,2,1,1,1,4,3,1
7192367,2,1,1,1,4,3,3
7192368,2,1,1,1,4,3,3
7192369,2,1,1,1,4,3,4
7192370,2,1,1,1,4,1,5
7192371,2,1,1,1,4,3,5
7192372,2,1,1,1,4,3,5
7192373,2,1,1,1,4,3,5
7192374,2,1,1,1,4,1,5
7192375,2,1,1,1,4,1,5
7192376,2,1,1,1,4,3,5
7192377,2,1,1,1,4,3,1
7192378,2,1,2,1,4,3,1
7192379,2,1,1,1,4,3,5
7192380,2,2,1,1,4,3,1
7192381,2,1,1,1,6,4,2
7192384,2,1,1,1,7,4,2
7192385,2,1,1,1,4,3,2
7192386,2,1,1,1,6,4,2
7192387,2,2,1,1,6,3,9
7192388,2,2,1,1,6,4,9
7192389,2,2,1,1,4,3,9
7192391,2,2,1,1,4,3,3
7192392,2,2,1,1,4,3,3
7192393,2,2,1,1,4,3,9
7192394,2,2,1,1,6,3,2
7192395,2,2,1,1,6,4,2
7192396,2,2,1,1,6,3,2
7192398,2,2,1,1,4,4,2
7192399,2,2,1,1,4,3,2
7192401,2,2,1,1,6,4,2
7192402,2,2,1,1,6,4,2
7192403,2,2,1,1,6,4,2
7192404,2,2,1,7,6,4,2
7192405,2,2,1,1,6,4,2
7192406,2,2,1,1,4,4,2
7192407,2,2,1,1,6,4,2
7192409,2,2,1,1,6,3,2
7192410,2,2,1,1,6,4,2
7192411,2,2,1,1,7,4,2
7192412,2,2,1,1,6,4,2
7192413,2,2,1,1,4,4,2
7192414,2,2,1,1,6,4,2
7192415,2,2,1,1,4,4,2
7192416,2,2,1,1,6,4,2
7192417,2,2,1,1,6,4,2
7192418,2,2,1,1,4,4,1
7192419,2,2,1,5,5,4,1
7192420,2,2,1,5,7,4,2
7192422,2,2,1,1,4,4,1
7192423,2,2,1,1,6,4,2
7192424,2,2,1,1,6,4,2
7192425,2,2,1,1,6,4,2
7192426,2,2,1,1,4,3,1
7192427,2,2,1,1,4,4,1
7192428,2,2,1,5,7,4,1
7192429,2,2,1,1,4,4,1
7192430,2,2,1,5,4,4,2
7192431,2,2,1,1,6,4,2
7192432,2,2,1,1,4,3,2
7192434,2,1,3,1,6,4,2
7192435,2,1,5,8,7,4,0
7192436,2,1,1,1,6,4, 
7192437,2,1,2,1,6,4,2
7192438,2,1,3,1,4,1,2
7192440,2,2,1,5,6,4,1
7192441,2,2,1,1,6,4,0
7192442,2,2,1,5,7,4,1
7192443,2,2,1,5,6,4,1
7192444,2,2,1,8,7,4,1
7192446,2,2,1,5,4,4,1
7192448,2,2,1,5,7,4, 
7192449,2,2,1,1,6,3, 
7192451,2,1,1,1,4,3,2
7192452,2,1,1,1,4,4,2
7192453,2,1,2,1,4,1,1
7192454,2,1,2,1,4,1,1
7192455,2,1,1,1,6,4,1
7192457,2,2,1,1,6,4,1
7192458,2,2,2,1,6,4,1
7192459,2,1,1,1,6,3,2
7192460,2,1,3,1,6,4,1
7192461,2,2,1,1,6,4,5
7192462,2,2,1,1,4,3,4
7192463,2,2,1,1,6,4,4
7192464,2,2,1,1,4,4,5
7192465,2,1,1,1,4,4,1
7192466,2,1,1,1,7,4,2
7192467,2,1,1,1,4,1,2
7192468,2,2,1,1,4,3,4
7192469,2,2,1,1,4,1,3
7192471,2,2,1,1,6,4,2
7192472,2,2,1,1,4,3,1
7192474,2,2,1,1,6,4,2
7192475,2,2,1,1,6,4,2
7192476,2,2,1,1,6,4,1
7192477,2,2,1,5,6,4,1
7192478,2,2,2,1,6,4,1
7192479,2,2,1,1,4,4,9
7192480,2,2,3,1,6,4,9
7192481,2,2,1,1,6,4,1
7192482,2,2,1,1,6,4,1
7192483,2,2,1,1,6,4,1
7192484,2,2,2,1,6,4,1
7192485,2,2,1,1,6,4,1
7192486,2,2,2,1,6,4,1
7192487,2,2,1,1,4,3,1
7192488,2,2,1,3,7,4,1
7192489,2,2,1,1,6,3,1
7192491,2,2,1,1,6,4,1
7192492,2,2,1,5,7,4,0
7192493,2,2,1,1,4,1,1
7192494,2,2,1,1,4,4,1
7192496,2,2,1,1,6,4,1
7192497,2,2,1,1,4,4,1
7192500,2,2,1,1,7,4,1
7192502,2,2,2,1,4,4,1
7192505,2,2,1,1,4,4,1
7192506,2,2,1,1,6,1,1
7192507,2,2,1,1,6,4,1
7192508,2,2,1,1,6,3,1
7192509,2,2,1,1,4,3,1
7192510,2,2,1,1,4,4,1
7192512,2,2,1,1,6,4,1
7192514,2,2,1,1,4,1,1
7192515,2,2,1,5,6,5,1
7192516,2,2,1,5,6,4,1
7192518,2,2,1,5,7,4,1
7192519,2,2,1,1,6,4,1
7192520,2,2,1,1,6,4,1
7192521,2,2,1,1,6,4,1
7192522,2,2,1,1,6,4,1
7192523,2,2,1,5,7,4,1
7192524,2,2,1,1,6,4,1
7192526,2,2,1,1,4,4,4
7192527,2,2,1,1,4,1,4
7192528,2,2,1,5,6,4,1
7192529,2,2,1,1,6,3,4
7192531,2,2,1,1,6,3,4
7192532,2,2,1,1,4,4,4
7192533,2,2,1,1,4,1,1
7192534,2,2,1,1,4,4,1
7192535,2,2,1,1,4,3,3
7192538,2,2,1,1,4,3,3
7192539,2,2,1,1,4,3,3
7192541,2,2,1,5,6,4,1
7192542,2,2,1,5,6,4,1
7192545,2,2,1,1,4,3,2
7192546,2,2,1,1,4,3,3
7192548,2,2,1,8,6,4,0
7192549,2,2,1,1,6,4,0
7192550,2,2,2,1,4,4,2
7192551,2,2,1,1,4,4,3
7192553,2,2,1,8,6,4,1
7192554,2,2,1,1,6,4,1
7192555,2,2,1,1,4,3,2
7192558,2,2,2,1,6,4,2
7192559,2,2,1,5,7,4,1
7192561,2,2,2,1,4,4,2
7192562,2,2,2,1,6,4,1
7192563,2,2,1,5,6,4,0
7192564,2,2,1,1,4,4,3
7192565,2,1,2,1,4,3,1
7192566,2,2,2,1,6,3,1
7192567,2,2,1,1,4,5,2
7192569,2,2,1,1,4,3,3
7192570,2,2,1,1,4,3,3
7192571,2,2,1,1,4,3,5
7192575,2,2,1,5,7,4,2
7192577,2,2,1,5,6,4,2
7192579,2,2,1,1,6,4,2
7192580,2,2,1,1,7,4,2
7192581,2,2,1,1,4,4,2
7192582,2,2,1,1,6,4,2
7192584,2,2,1,5,6,4,2
7192585,2,2,1,1,6,4,2
7192587,2,1,2,1,4,1,2
7192588,2,1,1,1,4,4,2
7192589,2,1,1,1,4,3,3
7192590,2,1,1,1,6,4,1
7192591,2,1,2,1,6,3,2
7192594,2,2,1,1,6,4,1
7192595,2,2,1,5,6,4,0
7192596,2,2,1,8,7,4,0
7192597,2,2,1,5,7,4,0
7192598,2,2,1,5,7,4,0
7192599,2,2,1,1,7,4,1
7192600,2,2,1,1,6,4,1
7192601,2,2,1,5,7,4,0
7192603,2,2,1,1,6,4,0
7192604,2,1,2,1,6,3,2
