Hijos,Edad,Cultura,Felicidad,Ingreso_Hogares,Ingreso_Per_capita,Nivel_educativo,Actividad
0,64,6,5,16251666,5417222,13,4
0,64,6,5,16251666,5417222,13,4
2,55,6,5,1935000,483750,5,1
2,49,6,7,1935000,483750,5,4
2,30,6,8,1780000,445000,5,1
2,23,6,8,1780000,445000,5,4
3,39,6,10,2592500,370357,3,1
0,75,6,8,6941666,3470833,7,1
0,75,6,8,6941666,3470833,7,1
0,87,6,6,2550000,1275000,4,5
0,87,6,6,2550000,1275000,4,5
1,30,6,8,6391666,2130555,11,1
1,27,6,9,6391666,2130555,11,1
0,28,6,9,3925000,3925000,11,1
0,43,6,9,8394782,7566666,11,1
0,43,6,9,8394782,7566666,11,1
1,54,6,7,2295000,459000,5,1
1,41,6,7,2295000,459000,5,1
1,48,6,8,2278116,1139058,10,1
1,54,6,8,3988514,997128,5,1
1,48,6,7,3988514,997128,4,1
0,71,6,10,6100000,3050000,5,5
0,71,6,10,6100000,3050000,5,5
0,66,6,9,6100000,3050000,11,4
0,66,6,9,6100000,3050000,11,4
1,61,6,8,1600000,800000,5,4
1,30,6,8,1320000,440000,4,1
1,24,6,10,1320000,440000,5,4
3,49,6,10,2330333,466066,3,1
3,38,6,9,2330333,466066,4,1
2,32,6,9,1800000,450000,5,1
2,30,6,9,1800000,450000,5,4
2,34,6,10,1100000,366666,5,4
0,42,6,8,3616666,1808333,5,1
0,42,6,8,3616666,1808333,5,1
0,52,6,8,2050000,1025000,5,1
0,52,6,8,2050000,1025000,5,1
1,59,6,4,6000000,2000000,11,2
1,42,6,4,6000000,2000000,13,1
0,40,6,10,12395833,4131944,11,1
0,40,6,10,12395833,4131944,11,1
0,40,6,10,12395833,4131944,11,1
0,37,6,10,12395833,4131944,13,1
0,37,6,10,12395833,4131944,13,1
0,37,6,10,12395833,4131944,13,1
0,39,6,9,3500000,3500000,13,1
1,62,6,8,3472032,694406,4,4
1,43,6,8,2200000,1100000,5,1
1,41,6,6,2266666,1133333,10,2
0,29,6,6,900000,900000,5,1
0,76,6,9,1608333,804166,5,5
0,76,6,9,1608333,804166,5,5
0,71,6,8,1608333,804166,5,4
0,71,6,8,1608333,804166,5,4
0,48,6,10,1000000,500000,3,1
0,48,6,10,1000000,500000,3,1
0,42,6,8,1000000,500000,3,4
0,42,6,8,1000000,500000,3,4
0,28,6,9,700000,350000,5,4
0,28,6,9,700000,350000,5,4
1,27,6,10,1497000,374250,5,4
0,61,6,10,1123333,561666,3,4
0,61,6,10,1123333,561666,3,4
0,61,6,10,1123333,561666,3,4
0,61,6,10,1123333,561666,3,4
3,35,6,5,1117000,223400,3,4
0,53,6,8,550000,275000,7,4
0,53,6,8,550000,275000,7,4
2,51,6,7,887500,221875,4,4
0,45,6,7,600000,300000,5,4
0,45,6,7,600000,300000,5,4
2,32,6,9,1050000,262500,4,4
2,33,6,10,1050000,262500,4,1
0,54,6,8,1428116,714058,3,4
0,54,6,8,1428116,714058,3,4
0,52,6,9,1428116,714058,3,1
0,52,6,9,1428116,714058,3,1
0,34,6,10,980000,980000,3,1
0,66,6,9,2550000,850000,9,1
0,66,6,9,2550000,850000,9,1
0,66,6,9,2550000,850000,9,1
0,31,6,9,2550000,850000,5,4
0,31,6,9,2550000,850000,5,4
0,31,6,9,2550000,850000,5,4
0,49,6,7,1328116,664058,4,4
0,49,6,7,1328116,664058,4,4
0,44,6,8,1328116,664058,1,1
0,44,6,8,1328116,664058,1,1
0,38,6,8,1228116,614058,1,4
0,38,6,8,1228116,614058,1,4
1,25,6,8,1428116,476038,4,4
2,40,6,6,1102500,275625,3,1
2,32,6,8,1102500,275625,4,4
0,63,6,8,1150000,1150000,3,1
4,38,6,10,2338333,389722,4,4
0,64,6,8,1400000,700000,1,1
0,64,6,8,1400000,700000,1,1
0,47,6,8,1228116,614058,3,4
0,47,6,8,1228116,614058,3,4
0,25,6,8,1308116,654058,4,1
0,25,6,8,1308116,654058,4,1
0,36,6,8,1308116,654058,3,1
0,36,6,8,1308116,654058,3,1
1,42,6,9,1656232,552077,3,4
1,50,6,9,1656232,552077,5,1
1,34,6,8,1680000,560000,5,4
0,19,6,9,828116,414058,4,1
0,19,6,9,828116,414058,4,1
0,18,6,8,828116,414058,4,4
0,18,6,8,828116,414058,4,4
0,39,6,9,828116,828116,3,1
0,46,6,2,783333,391666,3,4
0,46,6,2,783333,391666,3,4
0,48,6,7,1144000,286000,3,1
0,48,6,7,1144000,286000,3,1
0,48,6,7,1144000,286000,3,1
0,48,6,7,1144000,286000,3,1
0,43,6,10,3465500,1732750,7,1
0,43,6,10,3465500,1732750,7,1
1,62,6,10,2960000,422857,3,1
1,55,6,8,2960000,422857,3,1
0,51,6,5,450000,450000,4,1
3,34,6,8,977500,244375,5,4
2,68,6,7,2559866,255986,1,6
1,61,6,8,1905000,476250,4,1
2,44,6,8,1415833,353958,3,1
2,40,6,8,1415833,353958,7,1
1,70,6,10,1288200,429400,3,1
1,49,6,8,1288200,429400,3,4
0,39,6,10,400000,400000,5,1
1,65,6,10,680000,340000,1,4
1,81,6,5,860000,286666,1,6
1,70,6,5,860000,286666,3,4
2,48,6,8,790000,263333,1,1
1,63,6,10,2172333,543083,3,4
1,72,6,8,2172333,543083,3,1
0,62,6,9,283333,283333,4,4
1,87,6,8,4975000,995000,4,4
1,73,6,7,4975000,995000,3,4
2,71,6,6,2433333,486666,5,1
2,55,6,3,2433333,486666,5,4
2,39,6,10,1300000,433333,11,1
0,51,6,8,1235000,617500,4,4
0,51,6,8,1235000,617500,4,4
1,75,6,3,1028000,257000,5,5
1,22,6,7,820000,273333,5,1
1,50,6,7,927000,309000,1,4
1,43,6,7,1592000,530666,4,1
1,44,6,8,1592000,530666,7,1
1,68,6,6,650000,216666,3,1
1,65,6,5,650000,216666,1,4
1,43,6,8,975000,325000,3,4
1,39,6,10,1000000,333333,3,4
2,34,6,10,1331666,332916,5,4
2,80,6,10,3059333,611866,3,4
1,26,6,10,893500,297833,5,4
2,24,6,8,980000,245000,4,1
0,67,6,10,450000,225000,3,1
0,67,6,10,450000,225000,3,1
0,53,6,10,4000000,2000000,11,4
0,53,6,10,4000000,2000000,11,4
0,47,6,10,1534504,767252,3,4
0,47,6,10,1534504,767252,3,4
2,26,6,10,925000,231250,5,4
2,47,6,7,1900000,475000,3,4
0,67,6,7,490000,245000,3,1
0,67,6,7,490000,245000,3,1
3,45,6,8,3481674,497382,3,4
1,58,5,5,6418792,916970,3,1
2,34,6,9,2150500,430100,4,1
2,30,6,8,2150500,430100,3,1
1,44,6,10,3163276,790819,5,1
1,47,6,10,3163276,790819,11,1
2,56,6,5,9538666,2384666,13,4
2,66,6,10,9538666,2384666,11,6
0,68,6,7,820000,410000,3,1
0,68,6,7,820000,410000,3,1
2,58,6,5,1630000,407500,3,1
3,36,6,10,2236666,447333,5,1
1,55,6,8,4760333,2380166,5,1
2,42,6,9,1756116,439029,4,1
2,33,6,8,1756116,439029,5,1
1,45,6,10,1900000,380000,3,1
1,29,6,8,1900000,380000,4,1
0,55,5,8,1780000,445000,5,1
0,55,5,8,1780000,445000,5,1
0,55,5,8,1780000,445000,5,1
0,55,5,8,1780000,445000,5,1
0,61,6,8,1780000,445000,3,1
0,61,6,8,1780000,445000,3,1
0,61,6,8,1780000,445000,3,1
0,61,6,8,1780000,445000,3,1
2,38,6,8,1000000,250000,3,1
2,35,6,10,1000000,250000,4,4
0,27,6,10,931630,465815,5,1
0,27,6,10,931630,465815,5,1
1,65,6,10,645833,215277,3,1
2,28,5,5,1123116,374372,5,1
0,45,6,10,1044157,1044157,5,1
1,37,6,10,1472666,490888,7,1
1,35,6,9,1472666,490888,7,2
0,64,6,6,995833,995833,3,4
0,69,6,10,5399166,4766666,3,4
0,69,6,10,5399166,4766666,3,4
1,40,6,8,900000,300000,11,4
0,69,6,7,4616666,2308333,5,4
0,69,6,7,4616666,2308333,5,4
2,43,6,8,3216666,536111,3,4
1,48,6,6,998000,332666,3,4
0,49,1,6,985833,246458,4,2
0,49,1,6,985833,246458,4,2
0,49,1,6,985833,246458,4,2
0,49,1,6,985833,246458,4,2
1,45,6,8,1795000,598333,3,4
0,58,6,8,980000,490000,3,4
0,58,6,8,980000,490000,3,4
1,40,6,9,1323333,330833,3,4
0,67,6,8,920000,460000,3,4
0,67,6,8,920000,460000,3,4
0,41,6,7,1048333,524166,4,2
0,41,6,7,1048333,524166,4,2
1,41,6,8,817500,272500,4,4
1,34,1,7,790000,263333,5,4
0,65,6,8,2043333,1021666,3,4
0,65,6,8,2043333,1021666,3,4
0,63,6,8,3609666,902416,3,1
0,63,6,8,3609666,902416,3,1
0,63,6,8,3609666,902416,3,1
0,63,6,8,3609666,902416,3,1
0,63,6,9,1167500,1167500,3,4
0,74,6,8,1248333,624166,3,6
0,74,6,8,1248333,624166,3,6
0,68,6,9,1248333,624166,3,4
0,68,6,9,1248333,624166,3,4
2,53,6,7,1216666,304166,4,4
1,57,6,8,1550000,387500,5,4
2,32,6,7,1018833,254708,5,4
2,30,6,7,1018833,254708,5,1
1,69,6,6,1121616,560808,3,5
0,50,6,7,3345166,1115055,4,1
0,50,6,7,3345166,1115055,4,1
0,50,6,7,3345166,1115055,4,1
0,42,6,8,3345166,1115055,5,1
0,42,6,8,3345166,1115055,5,1
0,42,6,8,3345166,1115055,5,1
1,25,6,7,850000,283333,5,1
0,62,5,9,1929166,643055,3,1
0,62,5,9,1929166,643055,3,1
0,62,5,9,1929166,643055,3,1
1,21,5,7,1906333,635444,7,1
0,70,5,9,996666,498333,5,1
0,70,5,9,996666,498333,5,1
0,22,6,2,900000,450000,3,4
0,22,6,2,900000,450000,3,4
0,72,5,4,705833,352916,1,4
0,72,5,4,705833,352916,1,4
0,16,5,8,580000,290000,3,4
0,16,5,8,580000,290000,3,4
0,45,5,6,711666,237222,3,4
0,45,5,6,711666,237222,3,4
0,45,5,6,711666,237222,3,4
0,56,5,10,850000,425000,1,4
0,56,5,10,850000,425000,1,4
1,56,5,7,1065000,355000,3,4
3,31,5,7,1176666,235333,5,4
0,19,5,8,1141666,570833,5,4
0,19,5,8,1141666,570833,5,4
1,77,5,7,753333,251111,3,4
2,28,5,10,1773333,443333,9,4
3,44,5,8,1630183,326036,4,4
5,46,6,2,1720000,215000,3,4
2,40,5,7,1016666,254166,3,1
0,60,5,3,1706666,853333,1,4
0,60,5,3,1706666,853333,1,4
2,43,5,6,1223333,305833,5,4
1,61,5,8,729166,243055,3,4
2,43,5,6,890000,222500,3,4
1,24,5,7,1815000,605000,4,1
0,21,6,6,500000,250000,5,4
0,21,6,6,500000,250000,5,4
0,42,5,8,1000000,500000,4,4
0,42,5,8,1000000,500000,4,4
2,59,5,4,1081666,270416,3,4
0,56,5,5,650000,325000,3,4
0,56,5,5,650000,325000,3,4
0,67,5,7,781666,390833,3,4
0,67,5,7,781666,390833,3,4
0,56,5,2,624583,312291,3,4
0,56,5,2,624583,312291,3,4
2,35,6,1,1335000,267000,3,4
2,30,6,5,2040000,510000,3,4
1,26,5,8,671666,223888,5,4
1,33,5,8,872583,290861,3,1
1,26,5,8,725000,241666,4,4
0,51,5,7,670000,223333,3,4
0,51,5,7,670000,223333,3,4
0,51,5,7,670000,223333,3,4
0,53,5,5,1000000,500000,3,4
0,53,5,5,1000000,500000,3,4
3,31,5,8,1247916,249583,5,4
0,60,5,7,722500,361250,1,4
0,60,5,7,722500,361250,1,4
0,42,5,7,1023333,511666,3,1
0,42,5,7,1023333,511666,3,1
0,19,5,0,870000,435000,5,4
0,19,5,0,870000,435000,5,4
1,44,5,6,1075000,358333,7,4
1,27,5,4,1063333,265833,5,4
1,23,5,8,1615000,403750,5,1
0,66,5,10,805000,402500,3,1
0,66,5,10,805000,402500,3,1
1,47,5,7,2317416,579354,7,1
1,32,5,8,870000,290000,4,1
1,39,5,10,5550000,1850000,5,4
2,34,5,10,1056666,264166,3,4
3,32,5,7,3838166,767633,7,4
3,39,5,8,2611000,522200,7,1
2,34,5,7,1047916,261979,3,4
3,28,5,8,1582500,316500,1,1
0,53,5,10,800000,400000,3,4
0,53,5,10,800000,400000,3,4
2,32,5,7,1905000,476250,5,1
1,33,5,3,831666,277222,3,1
1,60,6,6,2660000,665000,3,1
0,26,5,8,2100000,1050000,4,1
0,26,5,8,2100000,1050000,4,1
2,30,5,5,1297000,324250,5,4
1,22,1,7,1878000,626000,7,4
2,24,5,9,3901666,780333,11,1
2,72,5,6,1242500,248500,3,1
3,45,5,8,4445833,635119,3,4
3,46,5,3,9327500,1865500,7,1
2,44,5,6,2789000,557800,7,4
0,75,5,8,575000,287500,1,4
0,75,5,8,575000,287500,1,4
4,49,5,6,2270333,252259,1,4
0,40,5,10,716666,358333,3,1
0,40,5,10,716666,358333,3,1
0,18,5,7,500000,250000,4,4
0,18,5,7,500000,250000,4,4
1,28,5,6,920000,306666,3,1
0,63,5,7,500000,250000,1,4
0,63,5,7,500000,250000,1,4
2,54,5,7,2734049,303783,1,4
3,57,5,6,2410000,401666,1,1
0,16,5,7,1460000,486666,4,1
0,16,5,7,1460000,486666,4,1
0,16,5,7,1460000,486666,4,1
7,33,5,3,2175833,241759,1,4
1,48,5,3,1958333,489583,3,1
1,50,5,7,1450000,290000,3,4
1,30,5,5,702500,234166,4,4
0,47,5,8,800000,400000,3,4
0,47,5,8,800000,400000,3,4
0,31,5,0,1500000,750000,7,4
0,31,5,0,1500000,750000,7,4
3,34,5,6,1187500,237500,5,1
5,36,5,7,2008333,286904,3,4
1,24,5,8,1098333,366111,4,1
3,46,5,6,1612500,322500,4,1
1,49,5,10,2295833,765277,3,4
2,23,5,10,1025000,256250,4,1
2,44,5,10,1050000,262500,3,4
3,37,5,7,2331666,466333,3,4
0,49,5,6,1350000,675000,3,1
0,49,5,6,1350000,675000,3,1
1,46,5,8,1341666,447222,3,1
1,53,5,9,1395000,348750,3,1
0,31,5,10,960250,480125,3,1
0,31,5,10,960250,480125,3,1
2,47,5,10,1100000,275000,3,4
1,48,5,8,1356666,452222,3,4
3,37,5,7,1800000,300000,3,1
1,61,5,6,1237083,412361,1,4
1,36,5,7,748333,249444,5,4
0,57,5,7,1020000,510000,3,1
0,57,5,7,1020000,510000,3,1
4,43,5,9,2290000,381666,3,1
1,29,5,10,1254166,418055,5,1
2,27,5,8,2590000,647500,5,4
3,26,5,10,1287500,257500,4,4
3,56,5,3,7193333,1027619,1,1
0,77,5,6,633333,316666,1,4
0,77,5,6,633333,316666,1,4
1,30,5,8,900000,300000,5,4
3,20,5,6,2370000,474000,4,4
1,75,6,7,1566666,522222,3,1
1,57,6,5,2000000,666666,4,4
1,53,6,5,2550000,850000,11,1
1,36,1,10,1291666,430555,7,1
1,41,6,5,907500,302500,5,4
1,43,6,7,1164166,388055,9,4
0,76,6,5,505000,252500,3,4
0,76,6,5,505000,252500,3,4
0,66,6,7,533333,266666,3,4
0,66,6,7,533333,266666,3,4
2,55,6,8,1326666,221111,3,4
0,87,6,7,1500000,750000,3,4
0,87,6,7,1500000,750000,3,4
0,70,6,10,544166,272083,3,4
0,70,6,10,544166,272083,3,4
3,67,1,8,2003333,400666,3,4
1,42,6,8,10040000,3346666,3,4
0,68,6,0,2626666,1313333,11,6
0,68,6,0,2626666,1313333,11,6
0,80,6,5,1019166,254791,1,4
0,80,6,5,1019166,254791,1,4
0,80,6,5,1019166,254791,1,4
0,80,6,5,1019166,254791,1,4
2,27,1,10,4219166,1054791,5,4
1,41,6,7,1025666,341888,7,4
0,45,6,10,4340000,2170000,4,1
0,45,6,10,4340000,2170000,4,1
0,47,1,8,1058716,529358,7,4
0,47,1,8,1058716,529358,7,4
1,30,1,8,913333,304444,4,1
2,25,6,8,1160000,290000,5,4
1,39,6,7,1450000,483333,4,1
2,55,6,10,2595000,519000,5,4
2,23,6,7,1555833,388958,7,4
2,45,6,7,1260000,315000,5,1
2,43,6,8,1108333,221666,5,1
1,59,6,9,1420000,355000,5,1
1,76,6,10,896666,298888,3,4
0,52,6,9,1466200,733100,7,1
0,52,6,9,1466200,733100,7,1
2,47,6,5,1140000,285000,3,4
0,49,6,8,500000,250000,3,4
0,49,6,8,500000,250000,3,4
2,40,6,10,1299166,324791,3,4
0,47,6,3,996666,498333,5,1
0,47,6,3,996666,498333,5,1
0,57,6,10,1250000,625000,5,4
0,57,6,10,1250000,625000,5,4
0,67,6,10,450000,225000,3,4
0,67,6,10,450000,225000,3,4
0,57,6,9,515000,257500,5,1
0,57,6,9,515000,257500,5,1
3,48,6,8,1204166,240833,3,4
0,44,6,8,750000,375000,3,4
0,44,6,8,750000,375000,3,4
0,62,6,8,1010000,505000,3,4
0,62,6,8,1010000,505000,3,4
1,17,6,10,760000,253333,3,4
1,75,6,9,745000,248333,3,4
0,56,6,9,716666,358333,3,4
0,56,6,9,716666,358333,3,4
2,62,6,5,1968648,281235,3,6
2,65,6,5,1968648,281235,4,4
1,75,6,7,1206657,301664,3,4
1,84,6,6,1206657,301664,1,5
2,37,6,9,17750000,4437500,11,1
2,39,6,8,17750000,4437500,10,1
1,54,6,4,2178116,726038,5,1
1,51,6,9,2178116,726038,5,1
2,41,6,7,4249897,1062474,13,1
2,34,6,10,4249897,1062474,7,1
0,34,6,10,2066965,2066965,11,1
1,42,6,8,6176198,2058732,10,1
0,57,6,2,800000,800000,11,6
1,57,6,10,1450000,483333,5,4
1,59,6,10,7681666,2560555,10,1
1,60,6,10,7681666,2560555,11,1
1,72,6,9,2825000,941666,9,6
3,30,6,10,1470365,294073,5,1
3,28,6,8,1470365,294073,5,4
2,38,6,6,2241666,560416,4,1
2,28,6,8,2241666,560416,5,4
4,39,6,9,2603198,433866,7,1
4,37,6,10,2603198,433866,7,1
0,59,6,8,700000,350000,3,1
0,59,6,8,700000,350000,3,1
0,56,6,8,700000,350000,4,1
0,56,6,8,700000,350000,4,1
3,35,6,10,3662282,523183,4,1
3,54,6,10,3662282,523183,4,1
0,73,6,7,900000,900000,10,1
1,31,6,9,898782,449391,11,1
1,39,6,8,1894981,631660,4,1
1,32,6,8,1894981,631660,4,1
0,53,6,10,1000000,1000000,3,1
1,20,6,8,1950000,650000,5,1
1,21,6,10,1950000,650000,5,4
0,44,6,8,700000,700000,3,1
0,60,6,10,1000000,1000000,3,1
1,40,6,7,1428116,476038,5,1
1,52,6,7,1428116,476038,3,6
0,35,5,8,1713449,856724,5,1
0,35,5,8,1713449,856724,5,1
0,33,6,9,1713449,856724,7,1
0,33,6,9,1713449,856724,7,1
0,47,6,10,6500000,6500000,13,1
2,48,6,7,1600000,320000,4,1
2,61,6,5,1600000,320000,3,1
3,45,6,10,2106898,526724,3,4
2,31,6,9,1515000,378750,4,1
2,32,6,10,1515000,378750,5,1
0,75,6,8,450000,450000,3,6
0,69,6,8,1497125,748562,4,4
0,69,6,8,1497125,748562,4,4
0,69,6,10,1497125,748562,3,6
0,69,6,10,1497125,748562,3,6
1,24,6,10,1427032,475677,5,1
1,18,6,10,1427032,475677,4,4
2,29,6,10,1497616,374404,5,4
2,50,6,10,1497616,374404,4,1
3,61,6,8,2920681,486780,5,1
3,50,6,4,2920681,486780,5,4
0,69,6,7,3292282,823070,13,4
0,69,6,7,3292282,823070,13,4
0,69,6,7,3292282,823070,13,4
0,69,6,7,3292282,823070,13,4
1,34,6,7,1328116,442705,7,1
1,24,6,8,1328116,442705,5,1
2,32,6,4,1055157,263789,7,4
2,36,6,7,1055157,263789,7,1
1,24,6,7,1656232,414058,5,1
1,22,6,7,1656232,414058,5,4
2,54,6,9,2952348,738087,3,1
1,49,6,8,1200000,600000,5,1
1,78,1,8,1400000,350000,3,4
1,66,1,10,1400000,350000,3,4
1,56,6,7,5500000,1833333,5,1
1,49,6,10,5500000,1833333,5,1
1,44,6,8,755000,377500,3,4
2,54,1,6,1792500,358500,3,5
2,49,6,9,1792500,358500,4,1
2,29,6,10,1631666,407916,4,1
2,31,6,10,1631666,407916,4,4
2,28,6,8,1863698,465924,7,1
1,29,6,10,2062200,515550,3,1
1,31,6,6,2062200,515550,5,1
1,76,6,9,1258333,251666,3,1
1,66,6,8,1258333,251666,3,4
0,70,6,8,692500,692500,1,1
0,61,6,7,833333,416666,3,1
0,61,6,7,833333,416666,3,1
0,70,6,8,1030000,515000,4,1
0,70,6,8,1030000,515000,4,1
0,83,6,5,1030000,515000,4,5
0,83,6,5,1030000,515000,4,5
2,35,6,8,2662232,665558,5,1
2,39,6,8,2662232,665558,9,1
1,30,6,8,533333,266666,7,4
2,64,6,6,2578116,368302,3,1
0,54,6,10,4944064,1648021,11,1
0,54,6,10,4944064,1648021,11,1
0,54,6,10,4944064,1648021,11,1
0,55,6,10,4944064,1648021,13,1
0,55,6,10,4944064,1648021,13,1
0,55,6,10,4944064,1648021,13,1
1,56,6,5,2232948,558237,7,1
0,57,6,9,4775000,2387500,11,6
0,57,6,9,4775000,2387500,11,6
0,69,6,9,4775000,2387500,13,6
0,69,6,9,4775000,2387500,13,6
0,55,6,7,1400000,1400000,5,4
0,63,6,5,233333,233333,3,4
0,60,6,4,650000,650000,3,4
4,63,6,10,2692500,538500,5,1
0,24,6,8,1600000,800000,9,1
0,24,6,8,1600000,800000,9,1
0,27,6,8,1600000,800000,11,1
0,27,6,8,1600000,800000,11,1
0,60,6,10,1625000,1625000,9,6
0,76,6,10,675000,225000,3,5
0,76,6,10,675000,225000,3,5
0,76,6,10,675000,225000,3,5
0,49,6,8,535000,267500,1,4
0,49,6,8,535000,267500,1,4
2,46,6,8,1393949,348487,3,4
1,63,6,8,1990000,663333,3,4
1,38,6,10,1086666,362222,5,4
2,20,1,6,840000,210000,5,4
0,47,6,10,708333,354166,3,1
0,47,6,10,708333,354166,3,1
0,54,6,10,708333,354166,5,4
0,54,6,10,708333,354166,5,4
0,79,6,7,15700000,7850000,3,1
0,79,6,7,15700000,7850000,3,1
0,74,6,7,15700000,7850000,3,4
0,74,6,7,15700000,7850000,3,4
0,57,6,9,2085833,528611,3,1
0,57,6,9,2085833,528611,3,1
0,57,6,9,2085833,528611,3,1
0,57,6,9,2085833,528611,3,1
0,60,6,8,3270000,580000,3,4
0,60,6,8,3270000,580000,3,4
0,60,6,8,3270000,580000,3,4
0,60,6,8,3270000,580000,3,4
0,60,6,8,3270000,580000,3,4
3,33,6,10,1595000,319000,3,4
1,39,6,10,1814565,604855,5,1
1,35,6,9,1479833,493277,3,4
0,38,6,10,9240000,4620000,4,4
0,38,6,10,9240000,4620000,4,4
0,53,6,10,1600000,800000,3,1
0,53,6,10,1600000,800000,3,1
1,26,6,8,1199982,399994,7,1
2,51,6,10,1645000,411250,3,4
3,34,6,7,2100000,420000,3,1
0,55,6,10,800000,400000,3,4
0,55,6,10,800000,400000,3,4
0,92,6,7,935166,467583,5,5
0,92,6,7,935166,467583,5,5
2,29,6,10,845000,211250,5,4
0,79,6,6,493333,246666,3,4
0,79,6,6,493333,246666,3,4
1,48,6,9,720000,360000,3,1
0,66,6,10,800000,800000,5,4
0,68,6,10,375000,375000,3,4
2,80,6,10,2221666,555416,3,4
2,80,6,10,2221666,555416,3,4
1,71,6,8,1782666,891333,3,4
0,74,6,10,380000,380000,3,4
1,53,6,10,886666,221666,3,1
1,48,6,5,886666,221666,3,4
1,66,6,9,970000,485000,3,4
1,60,6,8,1040000,260000,5,1
1,63,6,10,1040000,260000,3,4
0,75,6,9,280000,280000,3,4
0,54,6,10,2833000,1416500,3,1
0,54,6,10,2833000,1416500,3,1
0,56,6,9,2833000,1416500,5,4
0,56,6,9,2833000,1416500,5,4
1,71,6,9,1000000,500000,3,4
0,76,6,9,580000,290000,3,4
0,76,6,9,580000,290000,3,4
0,55,6,9,580000,290000,3,4
0,55,6,9,580000,290000,3,4
1,25,6,10,740000,246666,4,4
1,28,6,10,740000,246666,4,4
2,42,6,5,735000,245000,3,1
0,56,6,10,1272000,636000,4,4
0,56,6,10,1272000,636000,4,4
0,63,6,10,350000,350000,3,1
2,53,6,8,2372500,593125,4,1
2,50,6,10,2372500,593125,7,4
0,67,6,8,820000,410000,3,1
0,67,6,8,820000,410000,3,1
0,52,6,8,820000,410000,3,4
0,52,6,8,820000,410000,3,4
0,66,6,10,1133000,283250,3,4
0,66,6,10,1133000,283250,3,4
0,66,6,10,1133000,283250,3,4
0,66,6,10,1133000,283250,3,4
0,66,6,10,1133000,283250,3,4
0,66,6,10,1133000,283250,3,4
0,66,6,10,1133000,283250,3,4
0,66,6,10,1133000,283250,3,4
0,56,6,2,350000,350000,4,4
1,85,6,10,430000,215000,1,4
2,70,6,10,2830000,471666,1,1
2,58,6,10,2830000,471666,3,4
0,50,6,5,986166,493083,5,4
0,50,6,5,986166,493083,5,4
1,79,6,7,1160000,386666,3,4
1,62,6,10,1160000,386666,3,4
0,74,6,10,1256333,1256333,3,4
0,73,6,10,2500000,1250000,4,1
0,73,6,10,2500000,1250000,4,1
0,68,6,10,2500000,1250000,3,4
0,68,6,10,2500000,1250000,3,4
0,78,6,9,4525000,2262500,11,4
0,78,6,9,4525000,2262500,11,4
0,67,6,9,4525000,2262500,4,4
0,67,6,9,4525000,2262500,4,4
2,37,6,8,2550000,637500,5,4
2,36,6,8,1766666,441666,3,1
2,32,6,10,1766666,441666,5,4
3,40,6,10,3052333,610466,7,1
3,36,6,10,3052333,610466,5,4
1,58,6,8,1212500,404166,7,1
1,65,6,8,920000,460000,4,4
3,36,6,10,1724000,431000,7,4
0,76,6,10,950000,950000,5,4
1,47,6,8,1570000,785000,5,4
2,41,6,7,940000,313333,3,1
1,50,6,10,3246500,811625,4,1
1,49,6,10,3246500,811625,5,1
2,30,6,5,687500,229166,3,1
0,68,6,10,1250000,1250000,11,1
2,39,6,6,2555000,638750,5,1
2,36,6,10,2555000,638750,5,1
2,53,6,8,1295000,259000,5,1
0,68,6,10,6371666,3185833,4,4
0,68,6,10,6371666,3185833,4,4
1,44,6,9,780000,390000,3,4
1,31,6,4,1114000,557000,7,1
0,40,6,7,850000,425000,4,1
0,40,6,7,850000,425000,4,1
0,42,6,10,2038405,2038405,5,1
1,65,6,10,1300000,650000,3,1
0,64,6,9,1000000,1000000,4,4
0,74,1,10,5114333,2557166,5,6
0,74,1,10,5114333,2557166,5,6
0,50,6,6,1600000,1600000,9,1
0,71,6,10,1012166,506083,5,4
0,71,6,10,1012166,506083,5,4
0,65,6,8,1012166,506083,4,4
0,65,6,8,1012166,506083,4,4
0,27,6,10,2400000,1200000,6,1
0,27,6,10,2400000,1200000,6,1
0,69,6,10,1516666,1516666,11,6
1,52,6,10,3400000,1133333,5,1
1,48,6,10,3400000,1133333,7,1
0,59,6,10,1000000,500000,4,1
0,59,6,10,1000000,500000,4,1
0,54,6,3,1000000,500000,4,4
0,54,6,3,1000000,500000,4,4
0,69,6,10,2100000,1050000,5,6
0,69,6,10,2100000,1050000,5,6
0,63,6,10,2100000,1050000,3,4
0,63,6,10,2100000,1050000,3,4
1,58,6,10,2729666,909888,5,4
1,56,6,9,2729666,909888,5,4
0,77,6,10,500000,500000,4,4
4,43,6,10,1706666,243809,5,4
2,79,1,10,2650000,662500,3,4
2,81,1,10,2650000,662500,1,4
2,55,6,10,1710000,244285,3,1
1,39,1,8,1122500,374166,5,1
1,37,1,10,1122500,374166,4,4
2,39,6,10,637500,212500,4,4
1,41,6,10,1838750,459687,5,5
1,43,1,10,1838750,459687,3,1
1,31,6,10,3468333,867083,5,1
2,37,1,9,2268000,567000,7,1
2,30,1,8,2268000,567000,5,1
0,54,6,8,1175000,1175000,9,1
5,90,1,10,2484166,354880,3,4
1,47,1,10,2183333,545833,3,1
0,63,1,5,1003500,250875,3,1
0,63,1,5,1003500,250875,3,1
0,63,1,5,1003500,250875,3,1
0,63,1,5,1003500,250875,3,1
1,61,1,0,1095000,547500,3,1
