DIRECTORIO,REGION,CANT_HOGARES_VIVIENDA,Ubicacion,Tipo_vivienda,Material_exterior,Material_piso,Material_techo,Estrato,SECUENCIA_ENCUESTA_x,Num_Cuartos,Num_cuartos_para_dormir,Ingreso_hogar,Ingreso_percapita,cantidad_personas,Recibieron_Subsidio,Dinero_subsidio,Veces_lavadora,Tamaño_nevera,Horas_pc,Pago_energia,Pago_gas,SECUENCIA_P,ID,Sexo,Edad,Parentesco,Estado_civil,Conyuge,Padre_vive,Madre_vive,Cultura,Campesino,Satisfaccion_vida,Satisfaccion_economica,Satisfaccion_salud,Satisfaccion_trabajo,Felicidad,Tristeza,Escalon_vida,Tiene_EPS,Percepcion,Prepagada,Estado_salud,Enfermedad_grave,Sabe_escribir_leer,Estudia?,Nivel_educativo,Publico_privado,Actividad,Pension,Recibe_ingreso,Recibe_ingreso_alimento,Recibe_ingreso_bienes
7184498,1,1,2,1,1,6,4,1,1,3,2,900000,150000,6,1,840000, , , ,24130, ,1,3,2,32,2,2,1,3,2,6,1,7,99,7,9,8,0,8,1,2,2,2,2,1,2,4, ,4,2,2,2,2
7184498,1,1,2,1,1,6,4,1,1,3,2,900000,150000,6,1,840000, , , ,24130, ,1,2,2,16,3,5, ,1,1,6,2,8,5,8,8,8,0,8,1,2,2,2,2,1,1, ,1,3,2,2,2,2
7184498,1,1,2,1,1,6,4,1,1,3,2,900000,150000,6,1,840000, , , ,24130, ,1,2,1,14,3,5, ,1,1,6, , , , , , , , ,1,2,2,2,2,1,1, ,1,3, ,2,2,2
7184499,1,1,2,1,6,6,4,1,1,3,2,959166,191833,5,1,1300000, , , ,25000, ,1,3,1,41,1,6,1,3,3,6,1,8,5,8,9,8,0,7,1,2,2,2,2,1,2,5, ,1,2,2,2,2
7184499,1,1,2,1,6,6,4,1,1,3,2,959166,191833,5,1,1300000, , , ,25000, ,1,3,2,38,2,6,1,2,2,6,1,7,6,7,6,7,0,7,1,2,2,2,2,1,2,6, ,1,2,2,2,2
7184499,1,1,2,1,6,6,4,1,1,3,2,959166,191833,5,1,1300000, , , ,25000, ,1,3,1,18,3,5, ,1,1,6,1,7,5,7,9,8,2,9,1,2,2,2,2,1,1, ,1,3,2,2,2,2
7184499,1,1,2,1,6,6,4,1,1,3,2,959166,191833,5,1,1300000, , , ,25000, ,1,2,2,15,3,5, ,1,1,6,1,7,5,5,7,8,0,9,1,2,2,3,2,1,1, ,1,3,2,2,2,2
7184568,1,1,1,1,1,4,3,4,1,6,1,3406090,851522,4,2,504000, ,2, ,360000,35000,1,3,1,40,1,2,1,2,3,6,2,9,5,8,10,10,0,6,1,2,2,3,2,1,2,4, ,1,2,2,2,2
7184568,1,1,1,1,1,4,3,4,1,6,1,3406090,851522,4,2,504000, ,2, ,360000,35000,1,3,2,34,2,2,1,2,2,6,2,10,10,10,10,10,0,10,1,1,2,1,2,1,2,7, ,1,1,2,2,2
7184590,1,1,2,1,3,6,4,0,1,2,1,587500,195833,3,1,450000, ,2, ,0, ,1,3,1,27,1,2,1,2,2,6,1,8,7,6,8,8,5,6,1,2,2,3,2,1,2,6, ,1,2,2,2,2
7184590,1,1,2,1,3,6,4,0,1,2,1,587500,195833,3,1,450000, ,2, ,0, ,1,3,2,18,2,2,1,3,2,6,1,8,7,10,8,9,2,5,1,2,2,3,2,1,2,4, ,4,2,2,2,2
7184593,1,1,2,1,1,6,3,0,1,3,1,283333,283333,1,1,500000,2, , ,0, ,1,3,2,63,1,4, ,3,2,6,1,10,9,9,9,10,2,10,1,2,2,2,1,1,2,1, ,4,2,2,2,2
7184598,1,1,2,1,1,6,4,1,1,3,3,382500,95625,4,1,230000, , , ,25000, ,1,3,2,65,1,2,1,3,3,6,1,9,8,9,9,3,7,6,1,2,2,3,2,2,2,1, ,4,2,2,2,2
7184598,1,1,2,1,1,6,4,1,1,3,3,382500,95625,4,1,230000, , , ,25000, ,1,3,1,69,2,2,1,3,3,6,1,6,6,8,7,6,4,4,1,2,2,3,1,1,2,3, ,4,2,2,2,2
7184598,1,1,2,1,1,6,4,1,1,3,3,382500,95625,4,1,230000, , , ,25000, ,1,3,1,31,3,5, ,1,1,6,1,7,2,10,4,6,4,4,1,2,2,2,2,1,2,3, ,1,2,2,2,2
7184598,1,1,2,1,1,6,4,1,1,3,3,382500,95625,4,1,230000, , , ,25000, ,1,3,1,19,3,5, ,1,1,6,1,9,3,9,2,8,1,4,1,2,2,2,2,1,2,3, ,1,2,2,2,2
7184602,1,1,2,1,1,6,3,0,1,3,3,790333,112904,7,1,700000,2, , ,0, ,1,3,2,41,1,2,1,2,2,6,1,5,6,10,8,9,2,6,1,3,2,3,2,2,2,1, ,4,2,2,2,2
7184602,1,1,2,1,1,6,3,0,1,3,3,790333,112904,7,1,700000,2, , ,0, ,1,3,1,45,2,2,1,2,3,6,1,8,8,8,8,6,2,5,1,2,2,2,1,1,2,4, ,1,2,2,2,2
7184602,1,1,2,1,1,6,3,0,1,3,3,790333,112904,7,1,700000,2, , ,0, ,1,3,1,21,3,5, ,1,1,6,1,9,9,9,9,9,1,8,1,2,2,2,2,1,2,4, ,4,2,2,2,2
7184602,1,1,2,1,1,6,3,0,1,3,3,790333,112904,7,1,700000,2, , ,0, ,1,2,2,14,3,5, ,1,1,6, , , , , , , , ,1,3,2,2,2,1,1, ,1,3, ,2,2,2
7184602,1,1,2,1,1,6,3,0,1,3,3,790333,112904,7,1,700000,2, , ,0, ,1,2,1,12,3,5, ,1,1,6, , , , , , , , ,1,2,2,2,2,1,1, ,1,3, ,2,2,2
7184778,3,1,2,1,1,6,4,1,1,1,1,1493333,746666,2,1,4000000, ,1, ,20000, ,1,3,1,26,1,1,1,2,2,6,1,8,4,8,6,8,0,5,1,2,2,2,2,1,2,5, ,1,2,2,2,2
7184778,3,1,2,1,1,6,4,1,1,1,1,1493333,746666,2,1,4000000, ,1, ,20000, ,1,3,2,26,2,1,1,2,2,6,2,7,99,10,5,10,0,6,1,3,2,2,2,1,2,5, ,4,2,2,2,2
7184911,2,1,1,1,1,6,4,1,1,2,2,150000,50000,3,1,1200000,3,2, ,25000,9000,1,3,1,23,1,2,1,2,2,6,1,10,8,5,9,10,0,8,1,4,2,2,2,1,2,4, ,1,2,2,2,2
7184911,2,1,1,1,1,6,4,1,1,2,2,150000,50000,3,1,1200000,3,2, ,25000,9000,1,3,2,29,2,2,1,3,2,6,1,8,0,5,5,10,0,8,1,4,2,3,2,1,2,5, ,4,2,2,2,2
7184941,2,1,2,1,5,7,4,1,1,3,2,1658333,829166,2,1,700000, ,1, ,27000, ,1,3,1,42,1,4, ,1,2,6,1,9,7,10,9,10,0,8,1,3,2,2,2,1,2,10, ,1,2,2,2,2
7184941,2,1,2,1,5,7,4,1,1,3,2,1658333,829166,2,1,700000, ,1, ,27000, ,1,3,1,70,5,6,2,3,3,6,1,8,99,6,8,8,0,8,1,2,2,2,1,1,2,3, ,4,2,2,2,2
7184951,2,1,2,1,1,6,4,2,1,3,2,1490000,298000,5,1,120000,3,2, ,0, ,1,3,1,38,1,6,1,2,2,6,1,10,8,9,8,7,0,10,1,2,2,2,2,1,2,3, ,1,1,2,2,2
7184951,2,1,2,1,1,6,4,2,1,3,2,1490000,298000,5,1,120000,3,2, ,0, ,1,3,2,29,2,6,1,2,2,6,1,10,0,9,7,9,0,9,1,2,2,2,2,1,2,5, ,4,2,2,2,2
7184951,2,1,2,1,1,6,4,2,1,3,2,1490000,298000,5,1,120000,3,2, ,0, ,1,2,2,13,3,5, ,1,1,6, , , , , , , , ,1,2,2,2,2,1,1, ,1,3, ,2,2,2
7184956,2,1,2,1,1,4,4,1,1,3,2,2954359,590871,5,3,936000,3,2, ,16000, ,1,3,1,29,1,2,1,2,2,6,1,8,9,10,10,8,3,10,1,3,2,2,2,1,2,5, ,1,1,2,2,2
7184956,2,1,2,1,1,4,4,1,1,3,2,2954359,590871,5,3,936000,3,2, ,16000, ,1,3,2,27,2,2,1,2,2,6,1,10,10,5,10,8,6,9,1,3,2,3,2,1,2,3, ,1,1,2,2,2
7184959,2,1,2,1,1,6,4,1,1,3,2,1574116,393529,4,2,744000,4,2, ,22000, ,1,3,2,42,1,4, ,3,2,1,1,8,7,10,9,7,7,7,1,3,2,2,2,1,2,5, ,1,1,2,2,1
7184959,2,1,2,1,1,6,4,1,1,3,2,1574116,393529,4,2,744000,4,2, ,22000, ,1,3,1,19,3,5, ,2,1,1,1,6,4,8,1,8,0,5,1,3,2,2,2,1,1, ,1,3,2,2,2,2
7184959,2,1,2,1,1,6,4,1,1,3,2,1574116,393529,4,2,744000,4,2, ,22000, ,1,2,1,13,3,5, ,2,1,6, , , , , , , , ,1,3,2,2,2,1,1, ,1,3, ,2,2,2
7184966,2,1,2,2,1,6,4,1,1,2,1,406583,101645,4,2,1200000, ,2, ,22000, ,1,3,1,31,1,2,1,2,2,6,1,10,5,10,10,0,7,10,1,4,2,1,2,1,2,6, ,1,2,2,2,2
7184966,2,1,2,2,1,6,4,1,1,2,1,406583,101645,4,2,1200000, ,2, ,22000, ,1,3,2,19,2,2,1,2,2,6,1,10,5,10,0,7,3,10,1,4,2,2,2,1,2,5, ,4,2,2,2,2
7184967,2,1,2,1,1,6,4,0,1,1,1,845000,169000,5,2,1200000, ,2, ,0, ,1,3,1,26,1,2,1,2,2,6,1,9,5,9,5,8,0,6,1,2,2,2,2,1,2,5, ,2,2,2,2,2
7184967,2,1,2,1,1,6,4,0,1,1,1,845000,169000,5,2,1200000, ,2, ,0, ,1,3,2,27,2,2,1,2,2,6,2,9,99,5,8,9,0,6,1,2,2,3,2,1,2,3, ,4,2,2,2,2
7185034,2,1,1,1,1,4,3,2,1,3,2,1300000,325000,4,2,4800000, ,1, ,100000,22000,1,4,1,56,1,6,1,3,3,6,1,8,7,8,7,10,0,8,1,2,2,2,2,1,2,3, ,1,2,2,2,2
7185034,2,1,1,1,1,4,3,2,1,3,2,1300000,325000,4,2,4800000, ,1, ,100000,22000,1,3,2,59,2,6,1,2,2,6,1,10,99,6,5,10,0,8,1,3,2,3,1,1,2,3, ,4,2,2,2,2
7185034,2,1,1,1,1,4,3,2,1,3,2,1300000,325000,4,2,4800000, ,1, ,100000,22000,1,3,2,25,3,5, ,1,1,6,2,10,5,10,9,10,0,7,1,2,2,2,2,1,1, ,1,3,2,2,2,2
7185034,2,1,1,1,1,4,3,2,1,3,2,1300000,325000,4,2,4800000, ,1, ,100000,22000,1,3,1,23,3,5, ,1,1,6,2,8,6,10,6,7,1,7,1,3,2,2,2,1,1, ,1,3,2,2,2,2
7185196,3,1,2,2,1,6,3,2,1,3,1,691666,345833,2,2,4000000,1,2, ,60000,12000,1,3,1,79,1,6,1,3,3,6,1,8,99,5,5,5,6,7,1,2,2,3,1,2,2,1, ,5,2,2,2,2
7185196,3,1,2,2,1,6,3,2,1,3,1,691666,345833,2,2,4000000,1,2, ,60000,12000,1,3,2,74,2,6,1,3,3,6,1,7,99,8,7,6,6,7,1,2,2,2,1,1,2,3, ,4,2,2,2,2
7185521,1,1,1,1,1,4,3,2,1,3,2,1520000,380000,4,2,720000,2,3, ,160000,6000,1,3,1,38,1,6,1,2,2,6,2,8,9,8,9,5,0,8,1,2,2,2,2,1,2,11, ,1,1,2,2,2
7185521,1,1,1,1,1,4,3,2,1,3,2,1520000,380000,4,2,720000,2,3, ,160000,6000,1,3,2,31,2,6,1,3,3,6,2,9,99,9,10,10,0,8,1,2,2,2,2,1,2,11, ,4,2,2,2,2
7186086,9,1,1,1,1,4,4,1,1,3,2,530000,58888,9,3,240000, , , ,23000, ,1,3,1,34,1,2,1,1,1,1,2,10,10,10,9,0,2,6,1,2,2,2,2,1,2,4, ,2,2,2,2,2
7186086,9,1,1,1,1,4,4,1,1,3,2,530000,58888,9,3,240000, , , ,23000, ,1,3,2,28,2,2,1,2,2,1,2,9,7,7,5,7,0,6,1,2,2,2,2,1,2,3, ,4,2,2,2,2
7186086,9,1,1,1,1,4,4,1,1,3,2,530000,58888,9,3,240000, , , ,23000, ,1,2,2,12,3,5, ,1,1,1, , , , , , , , ,1,2,2,2,2,1,1, ,1,3, ,2,2,2
7186086,9,1,1,1,1,4,4,1,1,3,2,530000,58888,9,3,240000, , , ,23000, ,1,3,2,71,5,2,1,3,3,1,2,8,8,8,4,7,0,6,1,2,2,2,2,2,2,1, ,4,2,2,2,2
7186086,9,1,1,1,1,4,4,1,1,3,2,530000,58888,9,3,240000, , , ,23000, ,1,3,1,51,5,2,1,3,3,1,2,9,7,9,3,7,0,5,1,2,2,2,2,1,2,3, ,5,2,2,2,2
7186312,1,1,1,2,1,4,1,1,1,5,3,2100000,525000,4,1,2400000,2,1,6,70000,15000,1,3,1,49,1,6,1,3,3,6,2,8,7,7,7,8,0,8,1,2,2,2,2,1,2,5, ,1,2,2,2,2
7186312,1,1,1,2,1,4,1,1,1,5,3,2100000,525000,4,1,2400000,2,1,6,70000,15000,1,3,2,48,2,6,1,2,2,6,2,7,7,8,8,7,0,8,1,2,2,2,2,1,2,5, ,1,2,2,2,2
7186312,1,1,1,2,1,4,1,1,1,5,3,2100000,525000,4,1,2400000,2,1,6,70000,15000,1,3,2,23,3,5, ,1,1,6,2,8,99,8,9,9,0,7,1,2,2,2,2,1,1, ,1,3,2,2,2,2
7186312,1,1,1,2,1,4,1,1,1,5,3,2100000,525000,4,1,2400000,2,1,6,70000,15000,1,3,1,20,3,5, ,1,1,6,2,8,99,7,8,10,0,7,1,2,2,2,2,1,1, ,1,3,2,2,2,2
7186436,1,1,2,4,9,7,6,9,1,1,1,458333,458333,1,1,4000000, , , ,0, ,1,3,1,71,1,6,2,3,3,5,1,8,8,8,9,8,5,8,1,2,2,2,2,1,2,3, ,1,2,2,2,2
7186820,2,1,1,2,1,4,1,1,1,3,2,66666,33333,2,1,400000,1,2, ,17000,14000,1,3,1,70,1,4, ,3,3,6,1,8,1,4,0,4,1,6,1,2,2,3,2,1,2,3, ,5,2,2,2,2
7186820,2,1,1,2,1,4,1,1,1,3,2,66666,33333,2,1,400000,1,2, ,17000,14000,1,3,2,20,3,5, ,1,2,6,1,6,99,8,4,7,3,6,1,2,2,2,2,1,2,7, ,2,2,2,2,2
7186932,3,1,2,1,5,7,4, ,1,3,1,583333,291666,2,1,2000000, , , , , ,1,3,2,34,1,4, ,2,2,6,1,3,7,4,7,5,4,5,1,3,2,3,2,1,2,5, ,1,2,2,2,2
7186938,3,1,2,1,5,6,4,9,1,3,1,1122166,561083,2,1,266000, ,2, ,10000, ,1,3,1,44,1,2,1,3,3,6,1,7,6,8,6,6,3,7,1,4,2,3,2,1,2,3, ,1,2,2,2,2
7186938,3,1,2,1,5,6,4,9,1,3,1,1122166,561083,2,1,266000, ,2, ,10000, ,1,3,2,43,2,2,1,2,2,6,1,7,7,5,8,6,2,6,1,4,2,3,1,1,2,3, ,4,2,2,2,2
7186942,3,1,2,1,1,6,4,1,1,2,1,350000,350000,1,1,1000000, ,1, ,18000, ,1,3,2,60,1,4, ,3,2,6,1,10,2,10,10,10,0,10,1,2,2,2,2,1,2,3, ,4,2,2,2,2
7186947,3,1,2,1,5,6,4,8,1,4,3,727666,181916,4,1,240000, , , ,0, ,1,3,1,30,1,2,1,2,2,6,1,6,6,8,6,6,6,7,1,2,2,2,2,1,2,4, ,1,2,2,2,2
7186947,3,1,2,1,5,6,4,8,1,4,3,727666,181916,4,1,240000, , , ,0, ,1,3,2,27,2,2,1,3,3,6,1,6,7,6,6,7,3,4,1,2,2,2,2,1,2,5, ,4,2,2,2,2
7186950,3,1,2,1,5,6,4,1,1,5,2,1846666,461666,4,1,2000000, ,1, ,20000, ,1,3,1,56,1,2,1,3,3,6,1,7,5,4,6,5,4,7,1,3,2,3,2,1,2,3, ,1,2,2,2,2
7186950,3,1,2,1,5,6,4,1,1,5,2,1846666,461666,4,1,2000000, ,1, ,20000, ,1,3,2,52,2,2,1,3,2,6,1,7,5,6,7,6,4,7,1,2,2,3,1,1,2,3, ,4,2,2,2,2
7186950,3,1,2,1,5,6,4,1,1,5,2,1846666,461666,4,1,2000000, ,1, ,20000, ,1,3,1,34,3,4, ,1,1,6,1,6,5,6,6,3,7,6,1,2,2,2,2,1,2,4, ,1,2,2,2,2
7186953,3,1,2,1,5,6,4,1,1,4,2,1600833,400208,4,1,2000000, ,3, ,30000, ,1,3,1,44,1,2,1,2,2,6,1,7,6,5,6,7,3,6,1,2,2,3,2,1,2,3, ,1,2,2,2,2
7186953,3,1,2,1,5,6,4,1,1,4,2,1600833,400208,4,1,2000000, ,3, ,30000, ,1,3,2,34,2,2,1,2,2,6,1,7,6,7,7,6,1,6,1,2,2,2,2,1,2,4, ,4,2,2,2,2
7186953,3,1,2,1,5,6,4,1,1,4,2,1600833,400208,4,1,2000000, ,3, ,30000, ,1,2,2,15,3,5, ,1,1,6,1,8,7,6,8,5,1,6,1,2,2,2,2,1,1, ,1,3,2,2,2,2
7186967,3,1,2,1,5,5,4, ,1,3,2,1016666,338888,3,1,2000000, , , , , ,1,3,1,31,1,2,1,3,2,6,1,8,7,6,6,6,4,7,1,2,2,3,1,1,2,3, ,1,2,2,2,2
7186967,3,1,2,1,5,5,4, ,1,3,2,1016666,338888,3,1,2000000, , , , , ,1,3,2,35,2,2,1,2,2,6,1,7,4,6,4,6,4,7,1,4,2,3,2,1,2,3, ,4,2,2,2,2
7186967,3,1,2,1,5,5,4, ,1,3,2,1016666,338888,3,1,2000000, , , , , ,1,2,1,15,3,5, ,1,1,6,1,8,6,6,6,9,2,6,1,2,2,1,2,1,1, ,1,3,2,2,2,2
7186971,3,1,2,1,5,5,4,1,1,4,3,1002500,125312,8,8,3000000, ,2, ,20000, ,1,3,1,53,1,2,1,2,2,6,1,10,9,5,8,9,0,10,1,2,2,3,2,1,2,5, ,1,2,2,2,2
7186971,3,1,2,1,5,5,4,1,1,4,3,1002500,125312,8,8,3000000, ,2, ,20000, ,1,3,2,37,2,2,1,2,3,6,1,9,8,9,8,9,1,9,1,2,2,2,2,1,2,3, ,4,2,2,2,2
7186971,3,1,2,1,5,5,4,1,1,4,3,1002500,125312,8,8,3000000, ,2, ,20000, ,1,3,2,18,3,5, ,2,1,6,1,9,99,9,9,9,10,9,1,2,2,2,2,1,1, ,1,3,2,2,2,2
7186971,3,1,2,1,5,5,4,1,1,4,3,1002500,125312,8,8,3000000, ,2, ,20000, ,1,2,2,15,3,5, ,1,1,6,1,9,99,9,8,10,0,10,1,2,2,2,2,1,1, ,1,3,2,2,2,2
7186971,3,1,2,1,5,5,4,1,1,4,3,1002500,125312,8,8,3000000, ,2, ,20000, ,1,2,1,13,3,5, ,1,1,6, , , , , , , , ,1,2,2,2,2,1,1, ,1,3, ,2,2,2
7187461,2,1,2,3,1,6,3,2,1,1,1,1633333,1633333,1,1,400000, , , ,0, ,1,3,1,56,1,4, ,2,2,6,1,8,6,8,9,9,9,7,1,2,2,1,2,1,2,3, ,1,2,2,2,2
7187485,9,1,2,4,5,5,4,0,1,4,2,1427500,285500,5,2,2400000, ,2, ,6000, ,1,3,1,35,1,2,1,3,3,1,1,5,6,8,8,5,0,6,1,9,2,2,2,1,2,5, ,1,1,2,2,2
7187485,9,1,2,4,5,5,4,0,1,4,2,1427500,285500,5,2,2400000, ,2, ,6000, ,1,3,2,34,2,2,1,2,2,1,1,8,99,6,6,10,0,6,1,2,2,3,2,1,2,4, ,6,2,2,2,2
7187684,2,1,1,1,1,4,3,2,1,5,4,2050000,512500,4,1,300000,1,2, ,40000,30000,1,3,1,49,1,6,1,2,2,6,1,10,10,10,10,10,0,10,1,2,2,2,2,1,2,3, ,1,1,2,2,2
7187684,2,1,1,1,1,4,3,2,1,5,4,2050000,512500,4,1,300000,1,2, ,40000,30000,1,3,2,35,2,6,1,2,2,6,1,10,10,10,10,10,0,10,1,2,2,2,2,1,2,3, ,1,2,2,2,2
7187684,2,1,1,1,1,4,3,2,1,5,4,2050000,512500,4,1,300000,1,2, ,40000,30000,1,3,1,18,3,5, ,1,1,6,2,10,99,10,9,10,0,10,1,2,2,2,2,1,1, ,1,3,2,2,2,2
7187684,2,1,1,1,1,4,3,2,1,5,4,2050000,512500,4,1,300000,1,2, ,40000,30000,1,2,2,15,3,5, ,1,1,6,2,10,99,10,10,10,0,10,1,2,2,2,2,1,1, ,1,3,2,2,2,2
7188184,3,1,2,1,1,6,4,2,1,2,1,1950000,1950000,1,1,21600000, , , ,3500, ,1,3,1,52,1,5, ,2,2,6,1,10,10,10,10,10,0,10,1,2,2,1,2,1,2,5, ,1,2,2,2,2
7189401,1,1,1,1,1,6,4,2,1,3,2,948166,189633,5,1,760000, , , ,64000,52000,1,3,2,32,1,2,1,3,2,5,1,8,5,5,6,5,5,7,1,3,2,3,1,1,1, ,1,3,2,2,2,2
7189401,1,1,1,1,1,6,4,2,1,3,2,948166,189633,5,1,760000, , , ,64000,52000,1,3,1,45,2,2,1,3,2,5,2,10,5,5,10,3,3,8,1,3,2,3,2,1,2,5, ,4,2,2,2,2
7189401,1,1,1,1,1,6,4,2,1,3,2,948166,189633,5,1,760000, , , ,64000,52000,1,2,1,13,3,5, ,1,1,5, , , , , , , , ,1,3,2,3,1,1,1, ,1,3, ,2,2,2
7189415,3,1,2,1,5,7,4, ,1,3,1,1592000,796000,2,1,12000000, , , , , ,1,3,1,35,1,4, ,3,2,6,1,9,2,7,7,8,3,7,1,2,2,2,2,1,2,3, ,1,2,2,2,2
7189417,3,1,2,1,8,7,4, ,1,1,1,192500,192500,1,1,1800000, , , , , ,1,3,1,64,1,3, ,3,3,6,1,8,2,6,4,8,3,4,2, ,2,2,2,1,2,3, ,2,2,2,2,2
7189480,4,1,1,1,5,6,4,1,1,3,2,751666,187916,4,1,200000, , , ,13350, ,1,3,1,38,1,6,1,3,2,6,1,10,6,10,10,10,0,6,1,2,2,2,2,1,2,5, ,1,2,2,2,2
7189480,4,1,1,1,5,6,4,1,1,3,2,751666,187916,4,1,200000, , , ,13350, ,1,3,2,30,2,6,1,2,2,6,1,10,99,10,5,10,0,7,1,2,2,2,2,1,2,5, ,4,2,2,2,2
7189480,4,1,1,1,5,6,4,1,1,3,2,751666,187916,4,1,200000, , , ,13350, ,1,2,2,12,3,5, ,1,1,6, , , , , , , , ,1,2,2,2,2,1,1, ,1,3, ,2,2,2
7189485,4,1,1,1,5,6,4,1,1,2,1,797500,398750,2,2,570000, , , ,23000, ,1,3,1,49,1,6,1,3,2,6,1,9,7,7,8,9,0,9,1,9,2,3,2,1,2,3, ,1,2,2,2,2
7189485,4,1,1,1,5,6,4,1,1,2,1,797500,398750,2,2,570000, , , ,23000, ,1,3,2,49,2,6,1,3,2,6,1,9,5,8,8,9,0,9,1,2,2,3,2,2,2,1, ,4,2,2,2,2
7189501,4,1,1,1,5,6,4,1,1,4,2,1178666,196444,6,1,350000,2,1, ,25600, ,1,3,1,34,1,2,1,2,2,6,1,10,6,8,6,10,0,6,1,2,2,2,2,1,2,4, ,1,2,2,2,2
7189501,4,1,1,1,5,6,4,1,1,4,2,1178666,196444,6,1,350000,2,1, ,25600, ,1,3,2,28,2,2,1,2,2,6,1,10,4,8,7,10,0,7,1,2,2,2,2,1,2,5, ,1,2,2,2,2
7189501,4,1,1,1,5,6,4,1,1,4,2,1178666,196444,6,1,350000,2,1, ,25600, ,1,2,1,12,3,5, ,1,1,6, , , , , , , , ,1,2,2,2,2,1,1, ,1,3, ,2,2,2
7190075,9,1,1,1,1,6,3,1,1,3,1,866666,866666,1,1,4000000, ,1, ,20000,1000,1,3,1,53,1,4, ,2,2,6,1,8,7,7,8,5,5,7,1,9,2,3,2,1,2,4, ,1,2,2,2,2
7190119,9,1,1,1,1,6,4,1,1,3,1,1360000,1360000,1,1,12000000, ,1, ,18000, ,1,3,1,74,1,3, ,2,3,6,1,10,99,9,1,6,2,8,1,2,2,2,2,1,2,3, ,4,2,2,2,2
7190152,9,1,2,4,5,7,6, ,1,1,1,475000,118750,4,1,300000, , , , , ,1,3,1,29,1,2,1,2,2,1,2,8,3,9,4,9,0,9,1,3,2,2,2,1,2,4, ,1,2,2,2,2
7190152,9,1,2,4,5,7,6, ,1,1,1,475000,118750,4,1,300000, , , , , ,1,3,2,19,2,2,1,2,2,1,1,8,99,8,0,7,1,9,1,3,2,2,2,1,2,4, ,4,2,2,2,2
7190157,9,1,2,4,5,7,6, ,1,1,1,165000,27500,6,1,100000, , , , , ,1,3,1,43,1,2,1,2,2,1,1,9,4,8,4,8,4,8,1,2,2,2,2,1,2,4, ,1,2,2,2,2
7190157,9,1,2,4,5,7,6, ,1,1,1,165000,27500,6,1,100000, , , , , ,1,3,2,37,2,2,1,2,2,1,1,9,99,8,5,8,0,9,1,9,2,2,2,1,2,3, ,4,2,2,2,2
7190157,9,1,2,4,5,7,6, ,1,1,1,165000,27500,6,1,100000, , , , , ,1,3,1,20,3,5, ,1,1,1,1,8,6,9,4,9,2,8,1,2,2,2,2,1,2,3, ,6,2,2,2,2
7190284,1,1,1,1,1,7,3,1,1,4,3,3304166,550694,6,1,800000, ,1, ,60000,25000,1,3,1,86,1,2,2,3,3,6,2,8,8,7,8,7,5,7,1,2,2,2,1,1,2,4, ,6,3,1,2,1
7190284,1,1,1,1,1,7,3,1,1,4,3,3304166,550694,6,1,800000, ,1, ,60000,25000,1,3,1,23,3,5, ,1,2,6,2,8,8,7,6,8,4,8,1,2,2,2,2,1,2,7, ,1,2,2,2,2
7190284,1,1,1,1,1,7,3,1,1,4,3,3304166,550694,6,1,800000, ,1, ,60000,25000,1,3,1,20,3,5, ,1,2,6,2,8,8,8,7,8,4,8,1,2,2,2,2,1,2,7, ,2,2,2,2,2
7190284,1,1,1,1,1,7,3,1,1,4,3,3304166,550694,6,1,800000, ,1, ,60000,25000,1,3,2,19,3,5, ,1,2,6,2,8,8,7,7,8,5,8,1,2,2,2,2,1,2,5, ,1,2,2,2,2
7190284,1,1,1,1,1,7,3,1,1,4,3,3304166,550694,6,1,800000, ,1, ,60000,25000,1,2,1,17,3,5, ,1,2,6,2,8,8,8,7,7,4,8,1,2,2,2,2,1,1, ,1,3,2,2,2,2
7190284,1,1,1,1,1,7,3,1,1,4,3,3304166,550694,6,1,800000, ,1, ,60000,25000,1,3,2,56,6,4, ,3,3,6,2,8,8,7,6,7,3,8,1,2,2,2,1,1,2,3, ,1,2,2,2,2
7190565,1,1,2,3,5,7,4,0,1,1,1,1133333,566666,2,1,1400000,2,2, ,0, ,1,3,1,61,1,2,1,2,3,6,1,6,7,7,6,7,5,6,1,3,2,3,2,1,2,3, ,1,2,2,2,2
7190565,1,1,2,3,5,7,4,0,1,1,1,1133333,566666,2,1,1400000,2,2, ,0, ,1,3,2,54,2,2,1,3,3,6,1,10,99,10,10,10,0,10,1,2,2,3,1,1,2,3, ,4,2,2,2,2
7191063,1,1,2,1,5,7,4,0,1,2,1,1009983,168330,6,6,1236800, ,2, ,0, ,1,3,1,35,1,2,1,2,2,5,1,10,3,6,9,10,0,6,1,9,2,3,2,1,2,3, ,1,2,2,2,2
7191063,1,1,2,1,5,7,4,0,1,2,1,1009983,168330,6,6,1236800, ,2, ,0, ,1,3,2,31,2,2,1,2,2,5,1,10,99,9,9,10,0,9,1,2,2,2,2,1,2,4, ,4,2,2,2,2
7191063,1,1,2,1,5,7,4,0,1,2,1,1009983,168330,6,6,1236800, ,2, ,0, ,1,2,1,14,3,5, ,1,1,5, , , , , , , , ,1,2,2,2,2,1,1, ,1,3, ,2,2,2
7191063,1,1,2,1,5,7,4,0,1,2,1,1009983,168330,6,6,1236800, ,2, ,0, ,1,2,1,12,3,5, ,1,1,5, , , , , , , , ,1,2,2,2,2,1,1, ,1,3, ,2,2,2
