DIRECTORIO,REGION,CANT_HOGARES_VIVIENDA,Ubicacion,Tipo_vivienda,Material_exterior,Material_piso,Material_techo,Estrato,SECUENCIA_ENCUESTA_x,Num_Cuartos,Num_cuartos_para_dormir,Ingreso_hogar,Ingreso_percapita,cantidad_personas,Recibieron_Subsidio,Dinero_subsidio,Veces_lavadora,Tamaño_nevera,Horas_pc,Pago_energia,Pago_gas,SECUENCIA_P,ID,Sexo,Edad,Parentesco,Estado_civil,Conyuge,Padre_vive,Madre_vive,Cultura,Campesino,Satisfaccion_vida,Satisfaccion_economica,Satisfaccion_salud,Satisfaccion_trabajo,Felicidad,Tristeza,Escalon_vida,Tiene_EPS,Percepcion,Prepagada,Estado_salud,Enfermedad_grave,Sabe_escribir_leer,Estudia?,Nivel_educativo,Publico_privado,Actividad,Pension,Recibe_ingreso,Recibe_ingreso_alimento,Recibe_ingreso_bienes
7191475,2,1,2,1,1,6,4,1,1,2,1,904166,180833,5,4,650000, , , ,20000, ,1,3,1,52,1,2,1,3,3,6,1,9,9,9,5,7,8,8,1,3,2,2,2,1,2,4, ,1,2,2,2,2
7191475,2,1,2,1,1,6,4,1,1,2,1,904166,180833,5,4,650000, , , ,20000, ,1,3,2,33,2,2,1,2,3,6,1,9,99,9,8,7,6,4,1,3,2,2,2,1,2,3, ,4,2,2,2,2
7191475,2,1,2,1,1,6,4,1,1,2,1,904166,180833,5,4,650000, , , ,20000, ,1,1,1,13,3,5, ,1,1,6, , , , , , , , ,1,2,2,2,2,1,1, ,1,3, ,2,2,2
7191476,2,1,2,1,5,5,3,1,1,3,2,355000,88750,4,1,1200000, ,2, ,5000, ,1,3,1,65,1,2,1,3,3,6,1,8,8,8,8,6,7,6,1,2,2,3,1,1,2,3, ,4,2,2,2,2
7191476,2,1,2,1,5,5,3,1,1,3,2,355000,88750,4,1,1200000, ,2, ,5000, ,1,3,2,59,2,2,1,3,3,6,1,8,8,8,8,6,6,6,1,2,2,2,2,1,2,3, ,4,2,2,2,2
7191476,2,1,2,1,5,5,3,1,1,3,2,355000,88750,4,1,1200000, ,2, ,5000, ,1,3,1,40,3,4, ,1,1,6,1,8,8,8,8,7,6,7,2, ,2,2,2,1,2,3, ,1,2,2,2,2
7191477,2,1,2,1,1,6,4,1,1,3,2,1500000,500000,3,1,1200000, ,1, ,30000, ,1,3,1,49,1,6,1,2,2,6,1,10,8,7,8,9,3,9,1,2,2,2,2,1,2,3, ,1,1,2,2,2
7191477,2,1,2,1,1,6,4,1,1,3,2,1500000,500000,3,1,1200000, ,1, ,30000, ,1,3,2,47,2,6,1,2,2,6,1,8,7,7,6,9,3,8,1,2,2,2,2,1,2,3, ,4,2,2,2,2
7191477,2,1,2,1,1,6,4,1,1,3,2,1500000,500000,3,1,1200000, ,1, ,30000, ,1,3,1,18,3,5, ,1,1,6,1,8,8,9,8,9,3,8,1,2,2,2,2,1,2,5, ,1,2,2,2,2
7191479,2,1,2,1,5,5,4,1,1,3,3,661666,165416,4,1,1460000, , , ,20000, ,1,3,1,56,1,2,1,2,2,6,1,8,7,5,5,8,2,9,1,2,2,3,2,1,2,3, ,1,2,2,2,2
7191479,2,1,2,1,5,5,4,1,1,3,3,661666,165416,4,1,1460000, , , ,20000, ,1,3,2,56,2,2,1,2,2,6,1,6,8,7,7,7,2,8,1,2,2,3,2,1,2,3, ,4,2,2,2,2
7191479,2,1,2,1,5,5,4,1,1,3,3,661666,165416,4,1,1460000, , , ,20000, ,1,2,2,13,3,5, ,2,1,6, , , , , , , , ,1,2,2,2,2,1,1, ,1,3, ,2,2,2
7191482,2,1,2,1,5,5,3,1,1,4,4,2430000,270000,9,2,2000000, , , ,50000, ,1,3,1,59,1,2,1,2,3,6,1,10,3,2,9,9,9,10,1,2,2,2,2,1,2,3, ,1,2,2,2,2
7191482,2,1,2,1,5,5,3,1,1,4,4,2430000,270000,9,2,2000000, , , ,50000, ,1,3,2,51,2,2,1,3,2,6,1,9,9,9,9,8,0,9,1,2,2,2,2,1,2,3, ,4,2,2,2,2
7191482,2,1,2,1,5,5,3,1,1,4,4,2430000,270000,9,2,2000000, , , ,50000, ,1,2,1,17,3,5, ,1,1,6,1,9,9,9,9,10,0,9,1,2,2,2,2,1,1, ,1,3,2,2,2,2
7191482,2,1,2,1,5,5,3,1,1,4,4,2430000,270000,9,2,2000000, , , ,50000, ,1,2,1,15,3,5, ,1,1,6,1,9,9,9,9,9,0,9,1,2,2,2,2,1,1, ,1,3,2,2,2,2
7191482,2,1,2,1,5,5,3,1,1,4,4,2430000,270000,9,2,2000000, , , ,50000, ,1,3,1,27,3,2,1,1,1,6,1,9,9,9,9,9,0,9,1,3,2,3,2,1,2,3, ,1,2,2,2,2
7191482,2,1,2,1,5,5,3,1,1,4,4,2430000,270000,9,2,2000000, , , ,50000, ,1,3,2,23,8,2,1,2,2,6,1,9,9,9,9,9,1,9,1,3,2,2,2,1,1, ,1,4,2,2,2,2
7191482,2,1,2,1,5,5,3,1,1,4,4,2430000,270000,9,2,2000000, , , ,50000, ,1,2,1,12,4,5, ,2,2,6, , , , , , , , ,1,2,2,2,2,1,1, ,1,3, ,2,2,2
7191482,2,1,2,1,5,5,3,1,1,4,4,2430000,270000,9,2,2000000, , , ,50000, ,1,3,1,18,4,5, ,2,2,6,1,9,9,9,9,9,0,9,1,3,2,2,2,1,1, ,1,3,2,2,2,2
7191485,2,1,2,1,1,6,4,0,1,4,3,3471447,578574,6,4,99, ,1, ,17500, ,1,3,1,52,1,2,1,2,3,6,1,8,7,7,7,8,0,8,1,3,2,2,2,1,2,3, ,1,2,2,2,2
7191485,2,1,2,1,1,6,4,0,1,4,3,3471447,578574,6,4,99, ,1, ,17500, ,1,3,2,40,2,2,1,2,2,6,1,8,99,8,6,6,0,8,1,2,2,2,2,1,2,3, ,4,2,2,2,2
7191485,2,1,2,1,1,6,4,0,1,4,3,3471447,578574,6,4,99, ,1, ,17500, ,1,2,1,16,3,5, ,1,1,6,1,8,99,7,7,8,0,9,1,2,2,2,2,1,1, ,1,3,2,2,2,2
7191485,2,1,2,1,1,6,4,0,1,4,3,3471447,578574,6,4,99, ,1, ,17500, ,1,3,2,21,3,2,1,1,1,6,1,8,8,8,7,9,0,8,1,2,2,2,2,1,2,7, ,1,1,2,2,2
7191485,2,1,2,1,1,6,4,0,1,4,3,3471447,578574,6,4,99, ,1, ,17500, ,1,3,1,20,8,2,1,2,2,6,1,8,8,8,7,9,0,7,1,2,2,2,2,1,2,7, ,1,1,2,2,2
7191486,2,1,2,1,1,6,4,1,1,2,2,1190000,170000,7,1,1440000, , , ,10000, ,1,3,1,35,1,2,1,2,2,1,1,9,10,9,8,8,2,8,1,2,2,2,2,1,2,3, ,1,2,2,2,2
7191486,2,1,2,1,1,6,4,1,1,2,2,1190000,170000,7,1,1440000, , , ,10000, ,1,3,2,30,2,2,1,2,2,1,1,8,8,7,8,7,3,9,1,2,2,2,2,1,2,3, ,4,2,2,2,2
7191486,2,1,2,1,1,6,4,1,1,2,2,1190000,170000,7,1,1440000, , , ,10000, ,1,2,1,13,3,5, ,2,2,1, , , , , , , , ,1,2,2,2,2,1,1, ,1,3, ,2,2,2
7191491,2,1,2,1,1,6,4,1,1,3,3,175000,43750,4,1,1200000, , , ,10000, ,1,3,2,33,1,2,1,2,2,6,1,9,5,5,7,8,3,5,1,2,2,2,2,1,2,5, ,4,2,2,2,2
7191491,2,1,2,1,1,6,4,1,1,3,3,175000,43750,4,1,1200000, , , ,10000, ,1,3,1,38,2,2,1,2,2,6,1,6,5,6,5,6,5,4,1,2,2,3,1,1,2,3, ,5,2,2,2,2
7191493,2,1,2,1,1,6,3,0,1,3,3,2145000,357500,6,1,1200000, ,2, ,15000, ,1,3,1,77,1,6,1,3,3,6,1,9,99,7,8,8,2,6,1,2,2,3,1,2,2,1, ,4,2,2,2,2
7191493,2,1,2,1,1,6,3,0,1,3,3,2145000,357500,6,1,1200000, ,2, ,15000, ,1,3,2,61,2,6,1,3,2,6,1,9,9,9,9,8,2,7,1,2,2,3,1,1,2,3, ,4,2,2,2,2
7191493,2,1,2,1,1,6,3,0,1,3,3,2145000,357500,6,1,1200000, ,2, ,15000, ,1,3,1,32,3,2,1,1,1,6,1,9,8,9,9,8,1,8,1,2,2,2,1,1,2,3, ,1,2,2,2,2
7191493,2,1,2,1,1,6,3,0,1,3,3,2145000,357500,6,1,1200000, ,2, ,15000, ,1,3,2,21,8,2,1,2,2,6,1,8,8,8,8,8,1,8,1,2,2,2,2,1,2,5, ,1,2,2,2,2
7191493,2,1,2,1,1,6,3,0,1,3,3,2145000,357500,6,1,1200000, ,2, ,15000, ,1,3,1,69,9,4, ,3,3,6,1,9,99,8,8,2,2,6,1,3,2,3,1,1,2,3, ,4,2,2,2,2
7191495,2,1,2,1,1,4,3,1,1,4,3,655000,218333,3,1,1200000,2,2, ,18000, ,1,3,1,48,1,2,1,3,2,6,1,9,5,8,7,8,2,5,1,3,2,3,2,1,2,3, ,1,2,2,2,2
7191495,2,1,2,1,1,4,3,1,1,4,3,655000,218333,3,1,1200000,2,2, ,18000, ,1,3,2,48,2,2,1,2,2,6,1,9,9,9,9,8,0,8,1,3,2,3,2,1,2,4, ,4,2,2,2,2
7191495,2,1,2,1,1,4,3,1,1,4,3,655000,218333,3,1,1200000,2,2, ,18000, ,1,2,2,13,3,5, ,1,1,6, , , , , , , , ,1,3,2,2,2,1,1, ,1,3, ,2,2,2
7191498,2,1,2,1,1,6,4,1,1,3,2,1200000,400000,3,1,2400000, , , ,5000, ,1,3,2,40,1,5, ,2,2,6,1,8,5,8,7,7,3,9,1,2,2,2,2,1,2,4, ,4,2,2,2,2
7191498,2,1,2,1,1,6,4,1,1,3,2,1200000,400000,3,1,2400000, , , ,5000, ,1,3,1,19,3,5, ,2,1,6,1,7,7,6,6,8,3,8,1,2,2,2,2,1,2,4, ,1,2,2,2,2
7191499,2,1,2,1,5,5,3,1,1,2,2,1133333,283333,4,1,1200000, ,2, ,15000, ,1,3,1,65,1,2,1,3,2,6,1,9,5,7,8,8,2,8,1,2,2,2,2,1,2,3, ,1,2,2,2,2
7191499,2,1,2,1,5,5,3,1,1,2,2,1133333,283333,4,1,1200000, ,2, ,15000, ,1,3,2,57,2,2,1,3,3,6,1,9,9,9,9,8,2,9,1,2,2,3,1,1,2,3, ,4,2,2,2,2
7191499,2,1,2,1,5,5,3,1,1,2,2,1133333,283333,4,1,1200000, ,2, ,15000, ,1,3,1,25,3,5, ,1,1,6,1,9,9,9,9,9,2,9,1,2,2,2,1,1,2,10, ,1,1,2,2,2
7191499,2,1,2,1,5,5,3,1,1,2,2,1133333,283333,4,1,1200000, ,2, ,15000, ,1,3,1,21,3,5, ,1,1,6,1,9,9,9,9,9,1,9,1,2,2,2,2,1,1, ,2,3,2,2,2,2
7191504,2,1,2,1,1,6,4,1,1,3,2,1125000,281250,4,1,1500000, ,2, ,10000, ,1,3,1,44,1,2,1,3,2,6,1,10,10,9,8,8,4,8,1,1,2,2,2,1,2,4, ,1,2,2,2,2
7191504,2,1,2,1,1,6,4,1,1,3,2,1125000,281250,4,1,1500000, ,2, ,10000, ,1,3,2,33,2,2,1,2,2,6,1,9,99,9,8,7,2,9,1,1,2,1,2,1,2,3, ,4,2,2,2,2
7191504,2,1,2,1,1,6,4,1,1,3,2,1125000,281250,4,1,1500000, ,2, ,10000, ,1,2,1,15,3,5, ,1,1,6,1,9,99,9,8,7,3,7,1,1,2,2,2,1,1, ,1,3,2,2,2,2
7191504,2,1,2,1,1,6,4,1,1,3,2,1125000,281250,4,1,1500000, ,2, ,10000, ,1,2,1,13,3,5, ,1,1,6, , , , , , , , ,1,1,2,2,2,1,1, ,1,3, ,2,2,2
7191510,2,1,2,1,1,5,4,0,1,3,1,635000,211666,3,1,99, ,2, ,18000, ,1,3,1,43,1,6,1,3,2,6,1,8,6,6,6,8,0,6,1,3,2,2,2,1,2,3, ,1,2,2,2,2
7191510,2,1,2,1,1,5,4,0,1,3,1,635000,211666,3,1,99, ,2, ,18000, ,1,3,2,50,2,6,1,3,2,6,1,7,2,8,6,5,5,7,1,3,2,3,1,1,2,3, ,4,2,2,2,2
7191510,2,1,2,1,1,5,4,0,1,3,1,635000,211666,3,1,99, ,2, ,18000, ,1,2,2,14,3,5, ,1,1,6, , , , , , , , ,1,2,2,2,2,1,1, ,1,3, ,2,2,2
7191512,2,1,2,1,5,5,3,0,1,3,2,166666,83333,2,1,800000, , , ,7000, ,1,3,1,84,1,3, ,3,3,6,1,4,99,4,9,9,1,9,1,2,2,3,1,1,2,3, ,4,2,2,2,2
7191512,2,1,2,1,5,5,3,0,1,3,2,166666,83333,2,1,800000, , , ,7000, ,1,3,2,53,14,4, ,3,2,6,1,9,99,9,9,9,1,9,1,3,2,3,1,1,2,3, ,4,2,2,2,2
7191514,2,1,2,1,1,6,4,2,1,3,2,685000,228333,3,1,1200000, ,1, ,6000, ,1,3,1,39,1,2,1,2,2,6,1,9,9,8,5,9,3,8,1,3,2,2,2,1,2,3, ,1,2,2,2,2
7191514,2,1,2,1,1,6,4,2,1,3,2,685000,228333,3,1,1200000, ,1, ,6000, ,1,3,2,33,2,2,1,2,2,6,1,8,8,8,8,7,2,9,1,3,2,2,2,1,2,3, ,4,2,2,2,2
7191514,2,1,2,1,1,6,4,2,1,3,2,685000,228333,3,1,1200000, ,1, ,6000, ,1,2,2,17,3,5, ,1,1,6,1,7,8,8,8,8,2,8,1,3,2,2,2,1,1, ,1,3,2,2,2,2
7191515,2,1,2,1,5,6,3,1,1,4,3,596666,119333,5,1,2000000,2,2, ,82000, ,1,3,1,44,1,4, ,3,3,6,1,10,4,10,4,10,0,10,1,2,2,2,2,1,2,3, ,1,2,2,2,2
7191515,2,1,2,1,5,6,3,1,1,4,3,596666,119333,5,1,2000000,2,2, ,82000, ,1,2,2,16,3,5, ,1,2,6,1,9,9,9,9,9,0,8,1,2,2,2,2,1,1, ,1,3,2,2,2,2
7191515,2,1,2,1,5,6,3,1,1,4,3,596666,119333,5,1,2000000,2,2, ,82000, ,1,2,1,15,3,5, ,1,2,6,1,9,9,9,9,9,1,9,1,2,2,2,2,1,1, ,1,3,2,2,2,2
7191515,2,1,2,1,5,6,3,1,1,4,3,596666,119333,5,1,2000000,2,2, ,82000, ,1,2,2,12,3,5, ,1,2,6, , , , , , , , ,1,2,2,2,2,1,1, ,1,3, ,2,2,2
7191516,2,1,2,1,5,4,3,1,1,4,4,2309666,461933,5,1,700000,2,2, ,24000, ,1,3,1,32,1,2,1,2,2,6,1,10,10,10,10,10,0,9,1,4,2,2,2,1,2,5, ,1,1,2,2,2
7191516,2,1,2,1,5,4,3,1,1,4,4,2309666,461933,5,1,700000,2,2, ,24000, ,1,3,2,33,2,2,1,2,1,6,1,10,10,10,10,10,0,10,1,2,2,2,1,1,2,5, ,1,1,2,2,2
7191516,2,1,2,1,5,4,3,1,1,4,4,2309666,461933,5,1,700000,2,2, ,24000, ,1,3,2,50,6,4, ,3,2,6,1,9,9,9,9,9,0,9,1,3,2,3,1,1,2,3, ,4,2,2,2,2
7191519,2,1,2,1,5,5,4,1,1,3,1,440000,440000,1,1,480000, , , ,8000, ,1,3,1,50,1,5, ,2,2,6,1,8,7,7,7,7,3,8,1,2,2,2,2,1,2,3, ,1,2,2,2,2
7191522,2,1,2,1,5,5,3,1,1,2,2,66666,66666,1,1,800000,2,2, ,17000, ,1,3,1,51,1,3, ,3,3,6,1,5,99,5,6,9,0,9,1,3,2,3,2,1,2,5, ,4,2,2,2,2
7191525,2,1,2,1,1,6,4,1,1,2,1,341666,170833,2,1,900000, ,1, ,7000, ,1,3,1,59,1,6,1,3,3,6,1,10,99,10,10,10,0,10,1,2,2,2,1,1,2,3, ,1,2,2,2,2
7191525,2,1,2,1,1,6,4,1,1,2,1,341666,170833,2,1,900000, ,1, ,7000, ,1,3,2,53,2,6,1,3,3,6,1,10,5,5,0,10,0,10,1,2,2,3,2,1,2,3, ,4,2,2,2,2
7191528,2,1,2,1,8,6,4,1,1,1,1,224166,224166,1,1,650000, , , ,5000, ,1,3,1,70,1,4, ,3,2,6,1,7,4,7,7,9,1,6,1,2,2,3,1,1,2,3, ,4,2,2,2,2
7191533,2,1,2,1,5,5,3,1,1,4,3,850000,170000,5,1,2400000,2,2, ,23000, ,1,3,1,56,1,2,1,3,2,6,1,10,10,6,10,9,5,9,1,4,2,3,1,1,2,3, ,1,2,2,2,2
7191533,2,1,2,1,5,5,3,1,1,4,3,850000,170000,5,1,2400000,2,2, ,23000, ,1,3,2,37,2,2,1,2,2,6,1,9,9,9,9,9,4,9,1,4,2,3,2,1,2,3, ,4,2,2,2,2
7191533,2,1,2,1,5,5,3,1,1,4,3,850000,170000,5,1,2400000,2,2, ,23000, ,1,2,1,16,3,5, ,1,1,6,1,9,9,9,9,9,0,9,1,2,2,2,2,1,1, ,1,3,2,2,2,2
7191533,2,1,2,1,5,5,3,1,1,4,3,850000,170000,5,1,2400000,2,2, ,23000, ,1,2,1,13,3,5, ,1,1,6, , , , , , , , ,1,3,2,2,2,1,1, ,1,3, ,2,2,2
7191533,2,1,2,1,5,5,3,1,1,4,3,850000,170000,5,1,2400000,2,2, ,23000, ,1,2,2,12,3,5, ,1,1,6, , , , , , , , ,1,3,2,2,2,1,1, ,1,3, ,2,2,2
7191536,2,1,2,1,1,6,4,1,1,2,2,390000,97500,4,4,1800000,1,2, ,18000, ,1,3,1,42,1,2,1,2,2,6,1,9,8,8,8,8,2,9,2, ,2,2,2,1,2,3, ,2,2,2,2,2
7191536,2,1,2,1,1,6,4,1,1,2,2,390000,97500,4,4,1800000,1,2, ,18000, ,1,3,2,41,2,2,1,3,3,6,1,10,8,7,8,6,2,10,1,2,2,2,2,1,2,4, ,1,1,2,2,2
7191536,2,1,2,1,1,6,4,1,1,2,2,390000,97500,4,4,1800000,1,2, ,18000, ,1,2,2,15,3,5, ,1,1,6,1,10,99,9,9,7,8,9,1, ,2,2,2,1,1, ,1,3,2,2,2,2
7191537,2,1,2,1,1,4,3,1,1,4,4,2250000,450000,5,1,1200000, , , ,15000, ,1,3,1,40,1,2,1,2,2,6,1,9,1,1,9,9,2,9,1,2,2,3,2,1,2,3, ,1,2,2,2,2
7191537,2,1,2,1,1,4,3,1,1,4,4,2250000,450000,5,1,1200000, , , ,15000, ,1,3,2,34,2,2,1,2,2,6,1,8,9,9,9,9,2,9,1,2,2,2,2,1,2,3, ,4,2,2,2,2
7191537,2,1,2,1,1,4,3,1,1,4,4,2250000,450000,5,1,1200000, , , ,15000, ,1,2,1,18,3,5, ,2,1,6,1,8,8,8,8,8,5,8,1,2,2,2,2,1,2,4, ,1,2,2,2,2
7191540,2,1,2,1,1,5,4,1,1,3,3,850000,212500,4,1,1800000, ,1, ,10000, ,1,3,1,38,1,2,1,2,2,6,1,10,5,8,7,9,2,10,1,2,2,2,2,1,2,3, ,1,2,2,2,2
7191540,2,1,2,1,1,5,4,1,1,3,3,850000,212500,4,1,1800000, ,1, ,10000, ,1,3,2,25,2,2,1,2,2,6,1,8,8,8,8,8,3,10,1,2,2,2,2,1,2,5, ,4,2,2,2,2
7191545,2,1,2,1,1,6,4,1,1,2,1,210000,105000,2,1,720000, , , ,17000, ,1,3,1,77,1,6,1,3,3,6,1,10,99,8,0,10,0,10,1,2,2,3,2,1,2,3, ,5,2,2,2,2
7191545,2,1,2,1,1,6,4,1,1,2,1,210000,105000,2,1,720000, , , ,17000, ,1,3,2,68,2,6,1,3,3,6,1,10,99,10,0,10,0,10,1,2,2,2,2,1,2,3, ,4,2,2,2,2
7191550,2,1,2,1,1,5,4,1,1,3,2,655000,218333,3,1,1800000, ,1, ,10000, ,1,3,1,40,1,2,1,2,2,6,1,8,4,5,8,10,2,9,1,2,2,2,2,1,2,3, ,1,2,2,2,2
7191550,2,1,2,1,1,5,4,1,1,3,2,655000,218333,3,1,1800000, ,1, ,10000, ,1,3,2,35,2,2,1,2,2,6,1,5,7,7,8,9,2,9,1,2,2,2,2,1,2,3, ,4,2,2,2,2
7191562,2,1,2,1,5,6,4,1,1,5,2,1425000,475000,3,1,1200000, ,1, ,15000, ,1,3,1,49,1,2,1,2,2,6,1,8,8,8,7,8,2,9,1,2,2,2,2,1,2,3, ,1,2,2,2,2
7191562,2,1,2,1,5,6,4,1,1,5,2,1425000,475000,3,1,1200000, ,1, ,15000, ,1,3,2,36,2,2,1,2,2,6,1,8,7,8,7,8,2,8,1,2,2,2,2,1,2,3, ,4,2,2,2,2
7191562,2,1,2,1,5,6,4,1,1,5,2,1425000,475000,3,1,1200000, ,1, ,15000, ,1,2,2,17,3,5, ,1,1,6,1,8,7,7,7,7,2,8,1,2,2,2,2,1,1, ,1,3,2,2,2,2
7191590,2,1,2,1,1,4,4,0,1,4,3,1201666,300416,4,1,800000,2,2, ,0, ,1,3,1,61,1,6,1,3,3,6,1,10,7,6,7,8,2,7,1,3,2,2,2,1,2,3, ,1,2,2,2,2
7191590,2,1,2,1,1,4,4,0,1,4,3,1201666,300416,4,1,800000,2,2, ,0, ,1,3,2,50,2,6,1,2,3,6,1,9,99,8,8,8,2,9,1,3,2,2,2,1,2,3, ,4,2,2,2,2
7191590,2,1,2,1,1,4,4,0,1,4,3,1201666,300416,4,1,800000,2,2, ,0, ,1,3,1,26,3,5, ,1,1,6,1,8,7,8,6,9,2,10,1,3,2,2,2,1,2,5, ,1,2,2,2,2
7191592,2,1,2,1,1,6,4,1,1,3,2,193333,96666,2,1,800000, ,1, ,20900, ,1,3,1,57,1,5, ,3,3,6,1,6,99,5,5,10,0,10,1,2,2,3,1,1,2,4, ,5,2,2,2,2
7191592,2,1,2,1,1,6,4,1,1,3,2,193333,96666,2,1,800000, ,1, ,20900, ,1,3,2,79,5,3, ,3,3,6,1,10,5,3,10,10,0,10,1,2,2,3,1,1,2,1, ,4,2,2,2,2
7191595,2,1,2,1,6,6,3,1,1,3,2,875000,291666,3,3,1200000, ,1, ,28000, ,1,3,1,60,1,2,1,3,3,6,1,9,7,7,7,8,2,9,1,2,2,3,1,1,2,3, ,1,2,2,2,2
7191595,2,1,2,1,6,6,3,1,1,3,2,875000,291666,3,3,1200000, ,1, ,28000, ,1,3,2,41,2,2,1,3,2,6,1,8,99,9,6,8,2,8,1,2,2,2,1,1,2,3, ,4,2,2,2,2
7191595,2,1,2,1,6,6,3,1,1,3,2,875000,291666,3,3,1200000, ,1, ,28000, ,1,2,1,17,3,5, ,1,1,6,1,10,99,10,9,10,0,10,1,2,2,2,2,1,1, ,1,3,2,2,2,2
7191709,2,1,2,1,1,4,4,2,1,2,1,617500,617500,1,1,960000, , , ,8000, ,1,3,1,74,1,3, ,3,3,6,2,8,0,5,8,7,0,5,1,2,2,3,1,1,2,3, ,1,2,2,2,2
7192067,3,1,2,1,5,5,4,1,1,4,2,1240000,413333,3,1,12000000, ,1, ,22000, ,1,3,1,40,1,2,1,2,2,6,1,7,3,6,8,10,0,5,1,2,2,3,2,1,2,3, ,1,2,2,2,2
7192067,3,1,2,1,5,5,4,1,1,4,2,1240000,413333,3,1,12000000, ,1, ,22000, ,1,3,2,37,2,2,1,3,2,6,1,8,7,5,9,10,0,5,1,2,2,3,2,1,2,3, ,4,2,2,2,2
7192067,3,1,2,1,5,5,4,1,1,4,2,1240000,413333,3,1,12000000, ,1, ,22000, ,1,2,2,14,3,5, ,1,1,6, , , , , , , , ,1,2,2,3,2,1,1, ,1,3, ,2,2,2
7192387,2,1,2,1,1,6,3,9,1,5,2,2354322,470864,5,1,371875, ,1, ,0, ,1,3,1,34,1,2,1,2,2,6,1,10,8,8,7,10,0,7,1,3,2,2,2,1,2,3, ,1,1,2,2,2
7192387,2,1,2,1,1,6,3,9,1,5,2,2354322,470864,5,1,371875, ,1, ,0, ,1,3,2,35,2,2,1,2,2,6,2,5,7,5,8,10,0,6,1,3,2,3,1,1,2,4, ,4,2,2,1,2
7192387,2,1,2,1,1,6,3,9,1,5,2,2354322,470864,5,1,371875, ,1, ,0, ,1,2,2,15,3,5, ,2,1,6,2,8,99,8,9,10,0,6,1,3,2,2,2,1,1, ,1,3,2,2,2,2
7192387,2,1,2,1,1,6,3,9,1,5,2,2354322,470864,5,1,371875, ,1, ,0, ,1,2,2,13,3,5, ,2,1,6, , , , , , , , ,1,3,2,2,2,1,1, ,1,3, ,2,2,2
7192436,2,1,1,1,1,6,4, ,1,1,1,2510000,418333,6,3,600000, , , , , ,1,3,1,41,1,2,1,3,2,1,1,8,6,9,7,3,6,5,1,2,2,2,2,1,2,3, ,1,2,2,2,2
7192436,2,1,1,1,1,6,4, ,1,1,1,2510000,418333,6,3,600000, , , , , ,1,3,2,21,2,2,1,3,3,1,1,9,8,10,8,10,0,8,1,2,2,2,2,2,2,3, ,4,2,2,2,2
7192436,2,1,1,1,1,6,4, ,1,1,1,2510000,418333,6,3,600000, , , , , ,1,3,1,20,3,5, ,1,3,1,1,8,9,9,9,9,4,7,1,2,2,2,2,1,1, ,1,3,2,2,2,2
7192448,2,1,2,1,5,7,4, ,1,2,1,1487635,743817,2,1,360000, , , , , ,1,3,2,31,1,4, ,2,2,1,1,8,8,5,8,9,0,10,1,2,2,2,1,1,2,5, ,1,1,2,2,2
7192458,2,1,2,2,1,6,4,1,1,3,2,1391125,463708,3,2,624000,2,2, ,30000, ,1,3,2,27,1,4, ,2,2,6,1,10,8,7,9,10,0,10,1,3,2,3,2,1,2,5, ,1,1,2,1,2
7192462,2,1,2,1,1,4,3,4,1,6,3,3433232,858308,4,1,312000,3,2, ,60000, ,1,3,1,39,1,2,1,3,3,1,1,10,10,10,10,8,0,10,1,2,2,2,2,1,2,3, ,1,1,2,2,2
7192462,2,1,2,1,1,4,3,4,1,6,3,3433232,858308,4,1,312000,3,2, ,60000, ,1,3,2,51,2,2,1,3,2,6,1,9,10,10,10,10,0,9,1,2,2,2,2,1,2,4, ,1,1,2,2,2
7192462,2,1,2,1,1,4,3,4,1,6,3,3433232,858308,4,1,312000,3,2, ,60000, ,1,3,1,20,3,5, ,2,1,6,1,8,8,7,10,9,0,9,1,2,2,2,1,1,2,5, ,1,1,2,2,2
7192462,2,1,2,1,1,4,3,4,1,6,3,3433232,858308,4,1,312000,3,2, ,60000, ,1,2,1,15,3,5, ,1,1,6,1,8,8,9,9,10,0,10,1,2,2,2,2,1,1, ,1,3,2,2,2,2
7192463,2,1,2,1,1,6,4,4,1,2,2,1310616,262123,5,3,1272000,3,2, ,60000, ,1,3,1,31,1,2,1,2,2,6,1,10,10,10,10,10,0,9,1,2,2,2,2,1,2,5, ,1,1,2,2,2
7192463,2,1,2,1,1,6,4,4,1,2,2,1310616,262123,5,3,1272000,3,2, ,60000, ,1,3,2,29,2,2,1,2,2,6,1,10,0,10,10,10,0,8,1,2,2,2,2,1,2,7, ,4,2,2,2,2
7192465,2,1,1,1,1,4,4,1,1,4,3,3377459,675491,5,1,300000,3,2,3,66060,18000,1,3,1,62,1,6,1,2,3,6,1,10,10,4,10,10,3,5,1,2,2,3,2,1,2,4, ,1,1,2,2,1
7192465,2,1,1,1,1,4,4,1,1,4,3,3377459,675491,5,1,300000,3,2,3,66060,18000,1,3,2,44,2,6,1,3,2,6,1,9,8,8,8,9,0,6,1,2,2,3,1,1,2,10, ,1,1,2,2,2
7192465,2,1,1,1,1,4,4,1,1,4,3,3377459,675491,5,1,300000,3,2,3,66060,18000,1,2,1,16,3,5, ,1,1,6,2,8,5,7,6,8,3,8,1,3,2,2,2,1,1, ,1,3,2,2,2,2
7192465,2,1,1,1,1,4,4,1,1,4,3,3377459,675491,5,1,300000,3,2,3,66060,18000,1,3,2,23,3,4, ,1,1,6,2,8,9,8,8,8,0,8,1,2,2,2,2,1,2,11, ,1,2,2,2,2
