DIRECTORIO,REGION,Ubicacion,Tipo_vivienda,Material_exterior,Material_piso,Material_techo,Estrato,Num_Cuartos,Num_cuartos_para_dormir,Ingreso_hogar,Ingreso_percapita,cantidad_personas,Recibieron_Subsidio,Dinero_subsidio,Veces_lavadora,Tamaño_nevera,Horas_pc,Pago_energia,Pago_gas
7167879,9.0,2.0,1.0,5.0,5.0,4.0, ,3,1,800000,800000,1,1,6000000, , , , , 
7167888,9.0,2.0,1.0,5.0,5.0,4.0, ,2,1,1059166,264791,4,1,2000000, , , , , 
7167892,9.0,2.0,1.0,5.0,5.0,4.0, ,2,1,366666,366666,1,1,2000000, , , , , 
7167902,9.0,2.0,1.0,5.0,5.0,4.0,8,4,2,1972666,493166,4,1,8000000, , , ,0, 
7167910,9.0,2.0,1.0,5.0,6.0,4.0, ,1,1,1140666,285166,4,1,2000000, , , , , 
7167915,9.0,2.0,1.0,5.0,7.0,4.0,8,4,3,1248333,249666,5,1,1300000, , , ,0, 
7167923,9.0,2.0,1.0,5.0,5.0,4.0, ,3,1,390000,390000,1,1,1800000, , , , , 
7167928,9.0,2.0,1.0,5.0,5.0,4.0, ,2,1,400000,400000,1,1,1800000, , , , , 
7167930,9.0,2.0,1.0,5.0,5.0,4.0, ,4,1,1413333,1413333,1,1,4000000, , , , , 
7167933,9.0,2.0,1.0,5.0,7.0,4.0, ,2,1,200000,200000,1,1,1800000, , , , , 
7167935,9.0,2.0,1.0,5.0,5.0,4.0, ,6,2,2040000,510000,4,1,1800000,2,1, , , 
7167939,9.0,2.0,1.0,5.0,5.0,4.0, ,2,1,1233333,1233333,1,1,4000000, , , , , 
7167949,9.0,2.0,1.0,5.0,5.0,4.0,8,4,2,1394166,348541,4,1,8000000, , , ,0, 
7167950,9.0,2.0,1.0,5.0,5.0,4.0, ,3,1,1576666,1576666,1,1,3800000, , , , , 
7167951,9.0,2.0,1.0,5.0,6.0,4.0,8,5,3,1102000,367333,3,2,9000000, , , ,0, 
7168052,1.0,2.0,1.0,1.0,4.0,4.0,1,4,3,1056666,132083,8,1,1600000,2,1, ,180000,52000
7168394,1.0,2.0,1.0,1.0,6.0,3.0,9,3,2,1301125,260225,5,3,1008000,3,2, ,0, 
7168965,2.0,2.0,1.0,1.0,6.0,3.0,2,3,1,1273333,636666,2,1,400000, ,1, ,17000, 
7169484,2.0,2.0,1.0,1.0,4.0,4.0,1,3,2,480000,160000,3,1,960000,1,1, ,29000, 
7169892,2.0,1.0,1.0,1.0,6.0,4.0,1,3,2,1875000,625000,3,3,2700000, ,1, ,30000,2000
7170066,4.0,2.0,1.0,1.0,6.0,3.0,1,4,2,788833,157766,5,5,700000, , , ,14400, 
7170520,1.0,1.0,2.0,1.0,4.0,3.0,1,3,2,3564666,891166,4,2,736000, ,2, ,101000,25000
7170853,9.0,1.0,1.0,5.0,5.0,4.0,1,2,1,3191833,1595916,2,1,200000,2, , ,30000, 
7170855,9.0,1.0,1.0,1.0,7.0,4.0,1,3,2,705000,352500,2,1,720000, , , ,45000, 
7170928,9.0,1.0,1.0,5.0,5.0,4.0,1,5,2,1230000,615000,2,1,480000, ,2, ,7000, 
7171340,1.0,2.0,1.0,1.0,4.0,4.0,1,3,2,941333,313777,3,1,336000,2,3,1,44600,10000
7171381,1.0,1.0,1.0,1.0,6.0,3.0,1,4,3,3329333,554888,6,1,112000, ,1, ,65000,43000
7171407,1.0,1.0,1.0,1.0,6.0,3.0,1,3,2,1095000,365000,3,1,1200000, ,2, ,0, 
7171524,3.0,1.0,1.0,5.0,6.0,4.0,2,4,3,623333,207777,3,1,800000, ,2, ,46000, 
7171609,2.0,1.0,2.0,1.0,4.0,3.0,2,1,1,383333,383333,1,1,1800000, , , ,25000, 
7171747,2.0,1.0,1.0,1.0,4.0,4.0,1,3,2,1527500,509166,3,1,300000,2,1, ,28000,10000
7171770,2.0,1.0,1.0,1.0,4.0,1.0,2,3,2,4202500,2101250,2,1,140000,2,2, ,28000,1000
7171773,2.0,1.0,1.0,1.0,6.0,4.0,1,4,3,950000,237500,4,1,1440000,3,2, ,20000,14000
7171778,2.0,1.0,1.0,1.0,7.0,4.0,1,4,2,2116333,352722,6,1,2000000, ,1, ,18000, 
7172043,2.0,1.0,1.0,1.0,4.0,3.0,2,4,2,4666666,933333,5,1,2000000,2,3, ,300000, 
7172046,2.0,2.0,1.0,5.0,6.0,4.0,2,2,1,214375,214375,1,1,252500, ,1, ,22000, 
7172048,2.0,2.0,1.0,1.0,6.0,4.0,2,1,1,363333,121111,3,2,760000, ,1, ,370000, 
7172054,2.0,2.0,1.0,5.0,6.0,4.0,1,3,2,1956666,326111,6,4,800000,2,2, ,30000, 
7172055,2.0,2.0,1.0,5.0,7.0,4.0,1,3,2,1430833,238472,6,3,864000, , , ,30000, 
7172056,2.0,2.0,1.0,8.0,7.0,4.0,1,3,2,591333,197111,3,1,616000,1,1, ,0, 
7172199,4.0,1.0,2.0,1.0,6.0,1.0,1,3,2,1518616,506205,3,1,117000, ,1, ,11700,7800
7172201,4.0,1.0,1.0,1.0,4.0,3.0,4,5,3,2268333,567083,4,2,720000,2,2, ,70000,30000
7172227,3.0,2.0,1.0,1.0,6.0,4.0,1,2,2,2254166,450833,5,1,90000, ,1, ,320000, 
7172270,6.0,1.0,2.0,1.0,6.0,2.0,2,4,3,1940000,646666,3,1,960000, ,1, ,15000,45000
7172272,,,,,,,,3,2,350833,116944,3,1,70000, ,1, ,70000,53000
7172275,6.0,1.0,2.0,1.0,4.0,1.0,5,5,3,5116666,1705555,3,1,1200000,2,1, ,110000,110000
7172301,6.0,1.0,2.0,1.0,4.0,1.0,1,3,2,1213000,606500,2,2,2400000, ,1, ,34000,34000
7172612,1.0,2.0,1.0,1.0,4.0,3.0,1,3,2,2052032,1026016,2,1,360000, ,2, ,88000,32000
7172616,1.0,2.0,1.0,1.0,4.0,3.0,1,3,2,3299397,659879,5,2,720000,4,2,1,52000,25000
7173097,9.0,1.0,2.0,1.0,4.0,3.0,2,3,2,2025000,675000,3,1,1500000,2,3, ,0, 
7173343,1.0,1.0,1.0,1.0,4.0,3.0,2,3,2,3375000,843750,4,1,99,3,2,1,60000,37000
7173523,1.0,1.0,1.0,1.0,6.0,3.0,1,3,2,578166,192722,3,1,1758000,2,2, ,30000,21000
7173819,2.0,2.0,1.0,1.0,6.0,4.0,1,3,3,495000,123750,4,1,1200000, , , ,20000, 
7173836,2.0,2.0,1.0,1.0,5.0,3.0,1,1,1,600000,600000,1,1,1200000, ,2, ,5000, 
7173843,2.0,2.0,1.0,5.0,5.0,4.0,1,3,1,375000,375000,1,1,900000, ,1, ,2000, 
7173844,2.0,2.0,1.0,1.0,6.0,4.0,1,2,1,230000,230000,1,1,99, , , ,3000, 
7173848,2.0,2.0,1.0,1.0,6.0,4.0,1,3,2,500000,250000,2,2,2400000, , , ,8000, 
7174143,4.0,2.0,1.0,5.0,5.0,4.0,1,1,1,551666,137916,4,1,1400000, ,2, ,7000, 
7174602,2.0,2.0,1.0,1.0,4.0,4.0,2,4,2,1937000,387400,5,3,1080000, ,2, ,60000, 
7174633,2.0,1.0,1.0,1.0,4.0,4.0,2,3,2,1861500,465375,4,2,330000, ,2, ,41500,20000
7174795,2.0,2.0,1.0,2.0,7.0,4.0, ,2,1,480000,480000,1,1,900000, , , , , 
7175382,4.0,1.0,1.0,1.0,6.0,4.0,1,4,2,948666,189733,5,5,770000, , , ,42000, 
7175391,4.0,1.0,2.0,1.0,4.0,3.0,1,3,2,1182500,394166,3,2,750000, , , ,80000, 
7175393,4.0,1.0,1.0,5.0,6.0,4.0,1,3,2,1649782,329956,5,5,1100000,2,1, ,32400, 
7175424,4.0,2.0,1.0,5.0,6.0,4.0,8,7,2,953333,476666,2,1,400000, , , ,5000, 
7175430,4.0,1.0,1.0,1.0,6.0,4.0,1,4,3,4655792,581974,8,7,900000, , , ,114000, 
7175431,4.0,1.0,1.0,1.0,6.0,4.0,1,3,2,1185833,148229,8,8,1000000, ,1, ,50000, 
7175435,4.0,1.0,1.0,5.0,5.0,4.0,1,3,3,3742500,467812,8,3,1700000, , , ,36000, 
7175436,4.0,1.0,2.0,1.0,6.0,4.0,1,1,1,950000,950000,1,1,600000,1, , ,30000, 
7175633,3.0,2.0,1.0,1.0,4.0,2.0,2,3,3,1836000,459000,4,1,360000,2,2, ,38000, 
7176044,3.0,2.0,1.0,1.0,6.0,2.0,1,4,2,700000,233333,3,1,600000, ,1, ,17000, 
7176489,9.0,2.0,1.0,1.0,4.0,3.0,1,4,3,3678333,735666,5,1,800000, ,1, ,18000, 
7176494,9.0,2.0,1.0,5.0,6.0,3.0,1,2,1,233333,116666,2,1,400000, ,1, ,15000, 
7176561,9.0,1.0,1.0,5.0,6.0,4.0,1,4,2,2090000,522500,4,1,8400000, ,2, ,15000,3000
7176593,9.0,1.0,1.0,1.0,6.0,3.0,1,3,2,2613232,653308,4,1,300000,2,2, ,40000, 
7176784,1.0,1.0,1.0,1.0,4.0,3.0,2,3,2,708333,354166,2,1,800000, ,2, ,50000,7000
7176852,1.0,1.0,1.0,1.0,6.0,4.0,2,4,3,2100000,700000,3,3,1500000,2,2, ,120200,11300
7176956,,,,,,,,2,1,743333,743333,1,1,2400000,1, , ,23000,5000
7177015,2.0,1.0,1.0,1.0,6.0,4.0,2,2,1,955833,238958,4,2,70000, , , ,20000, 
7177022,4.0,1.0,1.0,5.0,4.0,4.0,1,5,4,1797500,199722,9,1,990000,2,3, ,35000, 
7177025,4.0,1.0,3.0,2.0,6.0,4.0,1,2,2,630000,157500,4,1,150000, , , ,110000, 
7177047,4.0,1.0,1.0,5.0,7.0,4.0,1,3,3,1194166,119416,10,1,210000, , , ,45000, 
7177049,4.0,2.0,1.0,5.0,7.0,4.0,8,5,2,1051666,350555,3,1,3900000, ,2, ,8000, 
7177050,4.0,2.0,1.0,5.0,5.0,4.0,8,3,2,815000,163000,5,1,1500000, , , ,8000, 
7177092,4.0,1.0,1.0,1.0,6.0,3.0,1,5,4,1368833,228138,6,1,400000, ,2, ,45000, 
7177094,4.0,1.0,1.0,1.0,4.0,4.0,1,2,1,581666,581666,1,1,500000, ,1, ,8000, 
7177097,4.0,1.0,1.0,1.0,6.0,3.0,1,3,1,1369333,1369333,1,1,520000, , , ,2000, 
7177159,3.0,1.0,1.0,1.0,6.0,4.0,3,3,1,544000,544000,1,1,1728000,2,1, ,30000,10000
7177248,3.0,1.0,2.0,1.0,4.0,3.0,3,4,2,619500,309750,2,1,894000,1,1, ,29000,23000
7177322,6.0,2.0,1.0,5.0,6.0,4.0,1,1,1,210000,105000,2,1,840000, ,1, ,15000, 
7177343,6.0,2.0,1.0,5.0,6.0,4.0,1,3,2,121666,121666,1,1,260000,2,1, ,43000, 
7177572,1.0,1.0,1.0,1.0,6.0,1.0,2,4,3,2600898,650224,4,1,800000,1,2,2,70000,15000
7177798,1.0,2.0,1.0,1.0,6.0,4.0,1,3,2,527500,87916,6,1,900000, , , ,35000, 
7178150,1.0,2.0,1.0,1.0,6.0,3.0,1,2,1,885000,295000,3,2,600000, ,1, ,42000, 
7178249,1.0,1.0,2.0,1.0,4.0,3.0,2,4,1,1298750,432916,3,1,1185000,2,2,2,68000,25000
7178250,1.0,1.0,2.0,1.0,4.0,3.0,3,3,2,2126954,531738,4,2,708000,2,2, ,40000,20000
7178513,1.0,2.0,1.0,1.0,6.0,3.0,1,3,2,981666,245416,4,1,380000,2,1, ,0, 
7178894,5.0,1.0,2.0,1.0,4.0,1.0,3,2,2,2348333,587083,4,2,1000000,1,2,4,50000,80400
7178979,5.0,1.0,2.0,1.0,4.0,1.0,2,5,2,1955000,488750,4,1,1500000, ,1, ,36000,16000
7179012,2.0,2.0,1.0,1.0,6.0,4.0,0,4,3,3397666,679533,5,3,99,2, , ,13000, 
7179018,2.0,2.0,1.0,1.0,4.0,3.0,0,4,1,970000,242500,4,4,99, ,1, ,99, 
7179026,2.0,2.0,1.0,1.0,4.0,3.0,1,3,1,700000,350000,2,1,1200000,1, , ,15000, 
7179027,2.0,2.0,1.0,1.0,4.0,4.0,0,4,1,620000,155000,4,4,99,2, , ,12000, 
7179029,2.0,2.0,1.0,1.0,4.0,3.0,1,3,2,667500,166875,4,1,1200000, ,2, ,15000, 
7179031,2.0,2.0,1.0,1.0,6.0,4.0,0,4,2,790000,158000,5,5,99, ,2, ,12000, 
7179033,2.0,2.0,1.0,1.0,4.0,3.0,1,3,3,1367500,273500,5,1,1200000,1,2, ,25000, 
7179034,2.0,2.0,1.0,1.0,6.0,3.0,0,4,2,1035000,207000,5,3,99,2,1, ,24000, 
7179043,2.0,2.0,1.0,5.0,5.0,4.0,0,2,2,580000,145000,4,4,99, , , ,15000, 
7179050,2.0,2.0,1.0,1.0,6.0,4.0,1,2,1,500000,500000,1,1,1200000, ,2, ,11000, 
7179053,2.0,2.0,1.0,1.0,4.0,4.0,0,3,1,400000,200000,2,1,99, , , ,5000, 
7179057,2.0,2.0,1.0,1.0,4.0,3.0,1,3,2,764500,191125,4,1,1500000,1,2, ,25000, 
7179060,2.0,2.0,1.0,1.0,6.0,3.0,1,4,3,967500,241875,4,1,1500000, ,2, ,10000, 
7179063,2.0,2.0,1.0,1.0,6.0,3.0,0,3,2,1865614,621871,3,2,99, ,2, ,19500, 
7179064,2.0,2.0,1.0,1.0,6.0,3.0,1,3,2,1210000,403333,3,1,1800000,1,2, ,30000, 
7179066,2.0,2.0,1.0,1.0,6.0,3.0,0,4,3,1462500,182812,8,8,99, ,1, ,20000, 
7179067,2.0,2.0,1.0,1.0,4.0,3.0,1,4,2,900000,225000,4,1,1200000,1,2, ,12000, 
7179088,2.0,2.0,1.0,1.0,6.0,3.0,0,3,1,325000,162500,2,2,99,1, , ,25000, 
7179092,2.0,2.0,1.0,1.0,5.0,4.0,0,4,3,460000,230000,2,2,99, ,2, ,15000, 
7179098,2.0,2.0,1.0,1.0,6.0,4.0,1,2,1,191666,95833,2,1,1800000, ,2, ,10000, 
7179109,2.0,2.0,1.0,1.0,6.0,3.0,1,2,1,1800000,900000,2,1,12000000, , , ,20000, 
7179116,2.0,1.0,1.0,1.0,4.0,1.0,2,4,3,6694666,956380,7,1,1140000,3,2,8,45000,30000
7179367,2.0,1.0,1.0,1.0,4.0,3.0,2,4,2,630000,210000,3,1,960000, ,2, ,35000,31000
7179410,2.0,1.0,1.0,1.0,4.0,3.0,2,3,2,1022449,255612,4,1,700000, ,2, ,59977,15000
7179649,4.0,1.0,1.0,5.0,6.0,4.0,1,2,1,493333,246666,2,1,520000, , , ,7200, 
7179791,3.0,2.0,1.0,1.0,6.0,4.0,1,3,2,1265500,632750,2,1,450000, ,2, ,0, 
7179809,3.0,1.0,1.0,3.0,4.0,4.0,1,2,2,2226666,445333,5,1,2400000, , , ,12000,20000
7180257,2.0,2.0,1.0,5.0,7.0,4.0,1,2,2,511666,127916,4,1,800000,1,1, ,27000, 
7180368,9.0,2.0,4.0,5.0,5.0,4.0, ,2,1,1275000,318750,4,2,300000, , , , , 
7180376,9.0,2.0,4.0,5.0,5.0,6.0, ,2,1,406337,101584,4,1,76048, , , , , 
7180387,9.0,2.0,4.0,5.0,5.0,6.0,0,4,3,970000,194000,5,1,840000, , , ,8400, 
7180394,9.0,2.0,4.0,5.0,5.0,6.0,0,3,2,800000,160000,5,1,600000, ,2, ,1900, 
7180398,9.0,2.0,4.0,5.0,5.0,4.0,0,5,4,1278333,319583,4,1,840000, ,2, ,13000, 
7180402,9.0,2.0,4.0,5.0,5.0,4.0,0,2,1,3036666,1012222,3,1,840000, ,2, ,12600, 
7180403,9.0,2.0,4.0,5.0,5.0,4.0,0,3,1,336666,168333,2,1,600000, ,1, ,17400, 
7180407,9.0,2.0,4.0,5.0,5.0,4.0,0,4,1,200000,200000,1,1,600000, , , ,7000, 
7180413,9.0,2.0,4.0,5.0,5.0,4.0,0,2,1,657500,109583,6,2,1200000, , , ,2800, 
7180415,9.0,2.0,4.0,5.0,5.0,4.0,0,4,3,1917000,479250,4,1,600000, , , ,4300, 
7180422,9.0,2.0,4.0,5.0,5.0,4.0, ,2,1,356666,71333,5,1,600000, , , , , 
7180425,9.0,2.0,4.0,5.0,5.0,4.0,0,4,3,465000,66428,7,1,600000, , , ,1200, 
7180430,9.0,2.0,4.0,5.0,5.0,4.0,0,7,2,2313333,578333,4,1,600000, ,1, ,20000, 
7180766,2.0,2.0,1.0,1.0,6.0,3.0,2,2,1,653333,163333,4,1,880000, , , ,15530,14500
7180785,,,,,,,,2,1,554166,184722,3,3,1440000, ,1, ,90000,0
7180787,2.0,2.0,1.0,5.0,7.0,4.0,2,5,2,847500,169500,5,2,50000, ,1, ,7000, 
7180827,2.0,2.0,1.0,2.0,6.0,4.0,1,3,2,120833,60416,2,1,80000,1,1, ,30000, 
7180828,2.0,2.0,1.0,2.0,6.0,4.0,1,4,2,558333,279166,2,1,200000,2,2, ,23000, 
7180830,2.0,2.0,1.0,4.0,6.0,4.0,2,2,1,797500,199375,4,4,60000, , , ,19920, 
7180917,7.0,1.0,1.0,1.0,4.0,2.0,1,3,2,509166,254583,2,2,1900000, ,1, ,17531,15264
7180922,7.0,1.0,2.0,1.0,6.0,3.0,1,4,3,1058333,151190,7,1,340000, , , ,40000,12000
7180923,7.0,1.0,2.0,1.0,6.0,1.0,1,4,3,430000,215000,2,1,1000000, , , ,31000,20000
7180976,7.0,1.0,1.0,1.0,4.0,1.0,1,5,2,460000,230000,2,1,960000, ,2, ,19696,5000
7180993,7.0,2.0,1.0,5.0,6.0,4.0,1,3,2,1220000,305000,4,2,2340000, ,2, ,45000, 
7181064,7.0,2.0,1.0,1.0,6.0,2.0,1,3,2,1643333,547777,3,1,400000,2,1, ,0, 
7181599,3.0,2.0,1.0,5.0,6.0,4.0,1,4,2,1433333,286666,5,4,1000000,2,2, ,65000, 
7181630,3.0,2.0,1.0,1.0,6.0,4.0,1,1,1,1322833,440944,3,1,1300000, ,1, ,5000, 
7181655,3.0,2.0,1.0,1.0,4.0,4.0,1,2,1,580000,580000,1,1,100000, ,1, ,22000, 
7181765,3.0,1.0,1.0,1.0,4.0,1.0,2,4,3,1984148,496037,4,1,600000,2,1, ,13156,12000
7181820,3.0,2.0,1.0,1.0,4.0,3.0,2,4,3,920000,306666,3,2,840000,1,2, ,112000, 
7181951,3.0,1.0,2.0,1.0,6.0,4.0,1,3,1,1072500,536250,2,1,750000, ,2, ,15800, 
7182064,3.0,1.0,2.0,1.0,4.0,1.0,4,2,2,1730575,865287,2,1,64000,1,1, ,97,97
7182225,3.0,2.0,1.0,3.0,7.0,4.0,1,4,1,333333,333333,1,1,200000, ,2, ,50000, 
7182229,3.0,2.0,1.0,1.0,4.0,3.0,1,3,2,675000,337500,2,1,200000, , , ,99, 
7182247,3.0,2.0,1.0,5.0,5.0,4.0,2,3,3,2208250,482062,5,1,519000,2,2, ,55750, 
7182254,3.0,2.0,1.0,1.0,4.0,3.0,1,4,2,651666,130333,5,1,1400000,2,1, ,38000, 
7182289,3.0,2.0,1.0,1.0,4.0,3.0,1,4,2,770000,192500,4,1,120000, ,1, ,21000, 
7182297,3.0,2.0,1.0,1.0,6.0,4.0,1,2,1,776916,258972,3,1,300000, ,1, ,35000, 
7182727,4.0,2.0,1.0,5.0,5.0,3.0,1,4,1,155000,155000,1,1,450000,4,2, ,38000, 
7182855,4.0,2.0,1.0,1.0,5.0,3.0,1,4,2,265000,132500,2,1,780000,4,2, ,20000, 
7182875,4.0,2.0,1.0,1.0,4.0,4.0,1,4,3,1522500,304500,5,5,1080000,4,2, ,35000, 
7183302,9.0,2.0,1.0,5.0,5.0,4.0,1,3,1,183333,91666,2,1,400000, , , ,35000, 
7183704,9.0,1.0,1.0,5.0,7.0,4.0,1,2,2,445000,148333,3,1,99, ,1, ,35000, 
7183860,9.0,2.0,1.0,5.0,5.0,4.0,8,2,1,1900000,950000,2,1,12000000, , , ,0, 
7183884,9.0,1.0,1.0,5.0,5.0,4.0,1,2,1,603333,603333,1,1,4000000, , , ,16000, 
7183978,9.0,2.0,1.0,5.0,5.0,4.0, ,2,1,500000,250000,2,1,3000000, , , , , 
7183982,9.0,2.0,1.0,5.0,5.0,4.0, ,2,1,450000,450000,1,1,3000000, , , , , 
7184109,9.0,2.0,1.0,1.0,6.0,4.0, ,2,1,490000,245000,2,1,1200000, , , , , 
7184477,1.0,1.0,1.0,1.0,6.0,4.0,1,2,2,832500,208125,4,1,1140000, ,3, ,74080,20000
7184498,1.0,2.0,1.0,1.0,6.0,4.0,1,3,2,900000,150000,6,1,840000, , , ,24130, 
7184499,1.0,2.0,1.0,6.0,6.0,4.0,1,3,2,959166,191833,5,1,1300000, , , ,25000, 
7184568,1.0,1.0,1.0,1.0,4.0,3.0,4,6,1,3406090,851522,4,2,504000, ,2, ,360000,35000
7184590,1.0,2.0,1.0,3.0,6.0,4.0,0,2,1,587500,195833,3,1,450000, ,2, ,0, 
7184593,1.0,2.0,1.0,1.0,6.0,3.0,0,3,1,283333,283333,1,1,500000,2, , ,0, 
7184598,1.0,2.0,1.0,1.0,6.0,4.0,1,3,3,382500,95625,4,1,230000, , , ,25000, 
7184602,1.0,2.0,1.0,1.0,6.0,3.0,0,3,3,790333,112904,7,1,700000,2, , ,0, 
7184778,3.0,2.0,1.0,1.0,6.0,4.0,1,1,1,1493333,746666,2,1,4000000, ,1, ,20000, 
7184911,2.0,1.0,1.0,1.0,6.0,4.0,1,2,2,150000,50000,3,1,1200000,3,2, ,25000,9000
7184941,2.0,2.0,1.0,5.0,7.0,4.0,1,3,2,1658333,829166,2,1,700000, ,1, ,27000, 
7184951,2.0,2.0,1.0,1.0,6.0,4.0,2,3,2,1490000,298000,5,1,120000,3,2, ,0, 
7184956,2.0,2.0,1.0,1.0,4.0,4.0,1,3,2,2954359,590871,5,3,936000,3,2, ,16000, 
7184959,2.0,2.0,1.0,1.0,6.0,4.0,1,3,2,1574116,393529,4,2,744000,4,2, ,22000, 
7184966,2.0,2.0,2.0,1.0,6.0,4.0,1,2,1,406583,101645,4,2,1200000, ,2, ,22000, 
7184967,2.0,2.0,1.0,1.0,6.0,4.0,0,1,1,845000,169000,5,2,1200000, ,2, ,0, 
7185034,2.0,1.0,1.0,1.0,4.0,3.0,2,3,2,1300000,325000,4,2,4800000, ,1, ,100000,22000
7185196,3.0,2.0,2.0,1.0,6.0,3.0,2,3,1,691666,345833,2,2,4000000,1,2, ,60000,12000
7185521,1.0,1.0,1.0,1.0,4.0,3.0,2,3,2,1520000,380000,4,2,720000,2,3, ,160000,6000
7186086,9.0,1.0,1.0,1.0,4.0,4.0,1,3,2,530000,58888,9,3,240000, , , ,23000, 
7186312,1.0,1.0,2.0,1.0,4.0,1.0,1,5,3,2100000,525000,4,1,2400000,2,1,6,70000,15000
7186436,1.0,2.0,4.0,9.0,7.0,6.0,9,1,1,458333,458333,1,1,4000000, , , ,0, 
7186820,2.0,1.0,2.0,1.0,4.0,1.0,1,3,2,66666,33333,2,1,400000,1,2, ,17000,14000
7186932,3.0,2.0,1.0,5.0,7.0,4.0, ,3,1,583333,291666,2,1,2000000, , , , , 
7186938,3.0,2.0,1.0,5.0,6.0,4.0,9,3,1,1122166,561083,2,1,266000, ,2, ,10000, 
7186942,3.0,2.0,1.0,1.0,6.0,4.0,1,2,1,350000,350000,1,1,1000000, ,1, ,18000, 
7186947,3.0,2.0,1.0,5.0,6.0,4.0,8,4,3,727666,181916,4,1,240000, , , ,0, 
7186950,3.0,2.0,1.0,5.0,6.0,4.0,1,5,2,1846666,461666,4,1,2000000, ,1, ,20000, 
7186953,3.0,2.0,1.0,5.0,6.0,4.0,1,4,2,1600833,400208,4,1,2000000, ,3, ,30000, 
7186967,3.0,2.0,1.0,5.0,5.0,4.0, ,3,2,1016666,338888,3,1,2000000, , , , , 
7186971,3.0,2.0,1.0,5.0,5.0,4.0,1,4,3,1002500,125312,8,8,3000000, ,2, ,20000, 
7187461,2.0,2.0,3.0,1.0,6.0,3.0,2,1,1,1633333,1633333,1,1,400000, , , ,0, 
7187485,9.0,2.0,4.0,5.0,5.0,4.0,0,4,2,1427500,285500,5,2,2400000, ,2, ,6000, 
7187684,2.0,1.0,1.0,1.0,4.0,3.0,2,5,4,2050000,512500,4,1,300000,1,2, ,40000,30000
7188184,3.0,2.0,1.0,1.0,6.0,4.0,2,2,1,1950000,1950000,1,1,21600000, , , ,3500, 
7189401,1.0,1.0,1.0,1.0,6.0,4.0,2,3,2,948166,189633,5,1,760000, , , ,64000,52000
7189415,3.0,2.0,1.0,5.0,7.0,4.0, ,3,1,1592000,796000,2,1,12000000, , , , , 
7189417,3.0,2.0,1.0,8.0,7.0,4.0, ,1,1,192500,192500,1,1,1800000, , , , , 
7189480,4.0,1.0,1.0,5.0,6.0,4.0,1,3,2,751666,187916,4,1,200000, , , ,13350, 
7189485,4.0,1.0,1.0,5.0,6.0,4.0,1,2,1,797500,398750,2,2,570000, , , ,23000, 
7189501,4.0,1.0,1.0,5.0,6.0,4.0,1,4,2,1178666,196444,6,1,350000,2,1, ,25600, 
7190075,9.0,1.0,1.0,1.0,6.0,3.0,1,3,1,866666,866666,1,1,4000000, ,1, ,20000,1000
7190119,9.0,1.0,1.0,1.0,6.0,4.0,1,3,1,1360000,1360000,1,1,12000000, ,1, ,18000, 
7190152,9.0,2.0,4.0,5.0,7.0,6.0, ,1,1,475000,118750,4,1,300000, , , , , 
7190157,9.0,2.0,4.0,5.0,7.0,6.0, ,1,1,165000,27500,6,1,100000, , , , , 
7190284,1.0,1.0,1.0,1.0,7.0,3.0,1,4,3,3304166,550694,6,1,800000, ,1, ,60000,25000
7190565,1.0,2.0,3.0,5.0,7.0,4.0,0,1,1,1133333,566666,2,1,1400000,2,2, ,0, 
7191063,1.0,2.0,1.0,5.0,7.0,4.0,0,2,1,1009983,168330,6,6,1236800, ,2, ,0, 
7191475,2.0,2.0,1.0,1.0,6.0,4.0,1,2,1,904166,180833,5,4,650000, , , ,20000, 
7191476,2.0,2.0,1.0,5.0,5.0,3.0,1,3,2,355000,88750,4,1,1200000, ,2, ,5000, 
7191477,2.0,2.0,1.0,1.0,6.0,4.0,1,3,2,1500000,500000,3,1,1200000, ,1, ,30000, 
7191479,2.0,2.0,1.0,5.0,5.0,4.0,1,3,3,661666,165416,4,1,1460000, , , ,20000, 
7191482,2.0,2.0,1.0,5.0,5.0,3.0,1,4,4,2430000,270000,9,2,2000000, , , ,50000, 
7191485,2.0,2.0,1.0,1.0,6.0,4.0,0,4,3,3471447,578574,6,4,99, ,1, ,17500, 
7191486,2.0,2.0,1.0,1.0,6.0,4.0,1,2,2,1190000,170000,7,1,1440000, , , ,10000, 
7191491,2.0,2.0,1.0,1.0,6.0,4.0,1,3,3,175000,43750,4,1,1200000, , , ,10000, 
7191493,2.0,2.0,1.0,1.0,6.0,3.0,0,3,3,2145000,357500,6,1,1200000, ,2, ,15000, 
7191495,2.0,2.0,1.0,1.0,4.0,3.0,1,4,3,655000,218333,3,1,1200000,2,2, ,18000, 
7191498,2.0,2.0,1.0,1.0,6.0,4.0,1,3,2,1200000,400000,3,1,2400000, , , ,5000, 
7191499,2.0,2.0,1.0,5.0,5.0,3.0,1,2,2,1133333,283333,4,1,1200000, ,2, ,15000, 
7191504,2.0,2.0,1.0,1.0,6.0,4.0,1,3,2,1125000,281250,4,1,1500000, ,2, ,10000, 
7191510,2.0,2.0,1.0,1.0,5.0,4.0,0,3,1,635000,211666,3,1,99, ,2, ,18000, 
7191512,2.0,2.0,1.0,5.0,5.0,3.0,0,3,2,166666,83333,2,1,800000, , , ,7000, 
7191514,2.0,2.0,1.0,1.0,6.0,4.0,2,3,2,685000,228333,3,1,1200000, ,1, ,6000, 
